마감 기준:,2021년 06월 30일,2020년 06월 30일,2019년 06월 30일,2018년 06월 30일
총매출,47.8,53.41,62.57,64.41
총 이익,12.89,15.1,19.17,20.42
영업 이익,-0.24,-2.99,-0.8,-1.25
순이익,2,-3.43,-0.92,-1.6
총 자산,39.14,37.6,39.63,42.05
총부채,13.63,17.7,18.88,20.68
총자본,25.51,19.9,20.76,21.38
영업활동 현금,0.38,3.09,0.33,0.76
투자활동현금흐름,1.53,-0.29,-0.22,-9.29
재무활동 현금,2.02,-0.74,-1.54,9.97
현금순변동,3.94,2.06,-1.44,1.44
