마감 기준:,2022년 01월 01일,2021년 01월 02일,2019년 12월 28일,2018년 12월 29일
총매출,1239.15,1143.74,937.84,858.29
총 이익,808.35,743.07,629.17,574.89
영업 이익,275.82,255.82,221.22,208.04
순이익,229.65,240.28,196.22,193.54
총 자산,1887.01,1712.55,1396.13,1154.82
총부채,336.76,304.89,228.25,185.75
총자본,1550.24,1407.66,1167.87,969.07
영업활동 현금,264.75,210.96,221.64,239.53
투자활동현금흐름,-37.53,-82.79,-197.68,-26.15
재무활동 현금,-122.4,-54.31,-9.34,25.78
현금순변동,103.37,76.93,15.43,237.16
