마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,607.28,645.26,596.82,610.8
총 이익,,,,
영업 이익,105.41,93.42,94.28,89.79
순이익,79.28,70.81,72.97,72.68
총 자산,928.54,951.18,898.93,806.21
총부채,201.44,226.84,214.27,190.24
총자본,727.1,724.33,684.66,615.97
영업활동 현금,123.42,178.85,146.37,146.54
투자활동현금흐름,-2.65,-111.05,-132.79,-37.81
재무활동 현금,-78.14,-32.74,-100.44,-31.89
현금순변동,42.63,35.06,-86.86,76.84
