마감 기준:,2021년 12월 31일,2020년 12월 31일,2019년 12월 31일,2018년 12월 31일
총매출,20502,20705,23838,22877
총 이익,4049,3199,4436,3986
영업 이익,1431,-15978,1074,701
순이익,-219,-9940,128,195
총 자산,35308,38007,53369,52439
총부채,18701,19898,18986,17536
총자본,16607,18109,34383,34903
영업활동 현금,2374,1304,2126,1762
투자활동현금흐름,-463,-618,-1045,-578
재무활동 현금,-2143,225,-1534,-4363
현금순변동,-279,883,-474,-3307
