Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2022-04-08,10190,10530,10190,10505,402753,,,,,,,
2022-04-11,10485,10490,10095,10135,524410,,,,,,,
2022-04-12,9905,10060,9885,10025,324907,,,,,,,
2022-04-13,10070,10255,10000,10250,257115,,,,,,,
2022-04-14,10340,10385,10270,10345,378991,,,,,,,
2022-04-15,10210,10290,10145,10205,453630,,,,,,,
2022-04-18,10170,10215,10040,10080,580927,,,,,,,
2022-04-19,10190,10280,10180,10275,623679,,,,,,,
2022-04-20,10325,10325,10160,10215,598550,,,,,,,
2022-04-21,10270,10460,10270,10355,645316,,,,,,,
2022-04-22,10210,10305,10175,10265,575643,,,,,,,
2022-04-25,10065,10090,9900,9930,847562,,,,,,,
2022-04-26,9965,10040,9935,9945,715944,,,,,,,
2022-04-27,9520,9950,9520,9950,637722,,,,,,,
2022-04-28,10025,10080,9825,9920,678221,,,,,,,
2022-04-29,9940,10105,9935,10070,712545,,,,,,,
2022-05-02,9890,10025,9890,10025,441874,,,,,,,
2022-05-03,10090,10185,10085,10130,425928,,,,,,,
2022-05-04,10200,10280,10130,10160,584026,,,,,,,
2022-05-06,9975,10105,9935,9990,504751,,,,,,,
2022-05-09,9870,9915,9665,9700,585946,,,,,,,
2022-05-10,9475,9720,9340,9680,669722,,,,,,,
2022-05-11,9635,9710,9545,9700,587394,,,,,,,
2022-05-12,9500,9600,9320,9355,649531,,,,,,,
2022-05-13,9455,9680,9450,9675,325379,,,,,,,
2022-05-16,9820,9875,9695,9725,179394,,,,,,,
2022-05-17,9770,9965,9765,9965,548823,,,,,,,
2022-05-18,10090,10245,10075,10125,357463,,,,,,,
2022-05-19,9865,10395,9835,10360,483657,,,,,,,
2022-05-20,10405,10665,10400,10610,355325,,,,,,,
2022-05-23,10685,10715,10505,10610,158988,,,,,,,
2022-05-24,10625,10645,10365,10375,334291,,,,,,,
2022-05-25,10430,10430,10135,10300,574754,,,,,,,
2022-05-26,10305,10370,10190,10230,586135,,,,,,,
2022-05-27,10420,10430,10225,10250,320695,,,,,,,
2022-05-30,10380,10410,10270,10410,346093,,,,,,,
2022-05-31,10430,10585,10425,10585,614022,,,,,,,
2022-06-02,10520,10615,10510,10550,385788,,,,,,,
2022-06-03,10630,10675,10500,10535,211136,,,,,,,
2022-06-07,10505,10505,10240,10270,322246,,,,,,,
2022-06-08,10330,10340,10190,10245,302797,,,,,,,
2022-06-09,10190,10335,10170,10335,285083,,,,,,,
2022-06-10,10220,10310,10145,10290,277208,,,,,,,
2022-06-13,10065,10175,10005,10010,184976,,,,,,,
2022-06-14,9880,10110,9830,10095,316632,,,,,,,
2022-06-15,10060,10155,9765,9825,341877,,,,,,,
2022-06-16,10030,10215,10005,10025,364497,,,,,,,
2022-06-17,9840,10155,9810,10120,342621,,,,,,,
2022-06-20,10135,10205,9880,9980,290966,,,,,,,
2022-06-21,10075,10075,9770,9920,459381,,,,,,,
2022-06-22,10030,10045,9535,9535,327352,,,,,,,
2022-06-23,9490,9585,9095,9120,416033,,,,,,,
2022-06-24,9220,9490,9100,9485,277327,,,,,,,
2022-06-27,9665,9780,9610,9685,211282,,,,,,,
2022-06-28,9685,9795,9590,9710,150159,,,,,,,
2022-06-29,9555,9580,9315,9415,279229,,,,,,,
2022-06-30,9355,9355,8740,8775,316596,,,,,,,
2022-07-01,8800,8840,8365,8410,234813,,,,,,,
2022-07-04,8455,8470,8200,8385,140804,,,,,,,
2022-07-05,8405,8710,8370,8705,175652,,,,,,,
2022-07-06,8645,8665,8430,8465,120012,,,,,,,
2022-07-07,8570,8625,8520,8580,94496,,,,,,,
2022-07-08,8750,8800,8670,8675,59532,,,,,,,
2022-07-11,8685,8700,8575,8595,65659,,,,,,,
2022-07-12,8545,8545,8345,8410,88624,,,,,,,
2022-07-13,8320,8560,8285,8560,133670,,,,,,,
2022-07-14,8625,8745,8605,8650,155689,,,,,,,
2022-07-15,8690,8690,8495,8575,122410,,,,,,,
2022-07-18,8640,8695,8500,8675,93244,,,,,,,
2022-07-19,8680,8770,8615,8740,124386,,,,,,,
2022-07-20,8855,8925,8815,8840,197293,,,,,,,
2022-07-21,8895,8990,8860,8990,176329,,,,,,,
2022-07-22,9000,9080,8925,8925,205696,,,,,,,
2022-07-25,8880,8975,8865,8975,100831,,,,,,,
2022-07-26,8920,9065,8840,9035,128665,,,,,,,
2022-07-27,9005,9010,8895,8985,203029,,,,,,,
2022-07-28,9085,9260,9040,9260,353859,,,,,,,
2022-07-29,9265,9355,9225,9280,248059,,,,,,,
2022-08-01,9280,9520,9280,9510,288304,,,,,,,
2022-08-02,9515,9515,9370,9415,224507,,,,,,,
2022-08-03,9405,9585,9405,9585,337403,,,,,,,
2022-08-04,9670,9695,9575,9600,411720,,,,,,,
2022-08-05,9645,9720,9600,9655,255259,,,,,,,
2022-08-08,9605,9770,9595,9725,200527,,,,,,,
2022-08-09,9790,9850,9695,9825,259700,,,,,,,
2022-08-10,9805,9905,9785,9805,247056,,,,,,,
2022-08-11,9915,10040,9805,9970,586564,,,,,,,
2022-08-12,9930,10025,9880,10000,361686,,,,,,,
2022-08-16,10045,10160,10045,10135,483316,,,,,,,
2022-08-17,10145,10255,10090,10145,569688,,,,,,,
