Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2021-05-25,9980,10055,9920,10030,458236,,,,,,,
2021-05-26,10045,10095,9965,9995,289000,,,,,,,
2021-05-27,10020,10020,9855,9975,716270,,,,,,,
2021-05-28,10000,10175,9995,10170,166576,,,,,,,
2021-05-31,10175,10175,10045,10105,218986,,,,,,,
2021-06-01,10110,10170,10035,10160,444962,,,,,,,
2021-06-02,10185,10210,10095,10140,90630,,,,,,,
2021-06-03,10150,10270,10140,10220,310586,,,,,,,
2021-06-04,10240,10310,10155,10280,92154,,,,,,,
2021-06-07,10360,10410,10290,10380,107464,,,,,,,
2021-06-08,10335,10335,10220,10305,174356,,,,,,,
2021-06-09,10305,10315,10235,10275,648985,,,,,,,
2021-06-10,10230,10235,10135,10195,132350,,,,,,,
2021-06-11,10240,10405,10200,10370,217105,,,,,,,
2021-06-14,10380,10380,10285,10340,262995,,,,,,,
2021-06-15,10380,10410,10320,10380,183231,,,,,,,
2021-06-16,10380,10445,10360,10405,110418,,,,,,,
2021-06-17,10375,10450,10330,10440,141917,,,,,,,
2021-06-18,10495,10590,10445,10555,98818,,,,,,,
2021-06-21,10500,10560,10450,10535,173250,,,,,,,
2021-06-22,10570,10680,10570,10670,211499,,,,,,,
2021-06-23,10715,10740,10610,10725,235759,,,,,,,
2021-06-24,10735,10855,10670,10700,186157,,,,,,,
2021-06-25,10815,10820,10715,10740,119980,,,,,,,
2021-06-28,10775,10775,10630,10660,184711,,,,,,,
2021-06-29,10690,10720,10615,10670,249065,,,,,,,
2021-06-30,10690,10780,10680,10740,174307,,,,,,,
2021-07-01,10760,10760,10675,10710,815772,,,,,,,
2021-07-02,10805,10815,10670,10690,148371,,,,,,,
2021-07-05,10690,10715,10660,10705,169632,,,,,,,
2021-07-06,10735,10775,10735,10760,211227,,,,,,,
2021-07-07,10770,10780,10680,10745,805211,,,,,,,
2021-07-08,10760,10805,10535,10585,149284,,,,,,,
2021-07-09,10415,10640,10370,10640,152709,,,,,,,
2021-07-12,10670,10730,10645,10720,91082,,,,,,,
2021-07-13,10730,10850,10720,10850,72191,,,,,,,
2021-07-14,10800,10990,10800,10980,147150,,,,,,,
2021-07-15,11035,11250,11035,11250,210558,,,,,,,
2021-07-16,11240,11290,11100,11170,154539,,,,,,,
2021-07-19,11130,11245,11015,11220,199734,,,,,,,
2021-07-20,11115,11220,10950,11080,167406,,,,,,,
2021-07-21,11140,11205,11080,11135,94644,,,,,,,
2021-07-22,11200,11215,11080,11150,143374,,,,,,,
