Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2021-05-26,100020,100020,100005,100015,1813,,,,,,,
2021-05-27,100020,100025,100005,100020,19,,,,,,,
2021-05-28,100015,100015,99995,100010,80,,,,,,,
2021-05-31,100015,100015,99970,100000,105,,,,,,,
2021-06-01,99990,99995,99985,99995,28,,,,,,,
2021-06-02,99970,99990,99965,99975,56,,,,,,,
2021-06-03,100000,100000,99980,100000,108,,,,,,,
2021-06-04,100005,100005,99985,100005,62,,,,,,,
2021-06-07,100005,100005,99985,100000,14,,,,,,,
2021-06-08,100005,100005,100005,100005,6,,,,,,,
2021-06-09,100005,100005,100005,100005,6,,,,,,,
2021-06-10,100010,100010,99990,100005,204,,,,,,,
2021-06-11,99975,99995,99925,99925,129,,,,,,,
2021-06-14,99965,99975,99945,99975,2069,,,,,,,
2021-06-15,99950,99950,99930,99950,211,,,,,,,
2021-06-16,99925,99925,99905,99920,9,,,,,,,
2021-06-17,99935,99935,99935,99935,25,,,,,,,
2021-06-18,99930,99930,99930,99930,6,,,,,,,
2021-06-21,99930,99930,99910,99925,18,,,,,,,
2021-06-22,99915,99925,99915,99915,40,,,,,,,
2021-06-23,99940,99940,99900,99930,506,,,,,,,
2021-06-24,99925,99945,99920,99920,107,,,,,,,
2021-06-25,99930,99930,99895,99895,313,,,,,,,
2021-06-28,99900,99900,99875,99875,389,,,,,,,
2021-06-29,99880,99880,99875,99875,8,,,,,,,
2021-06-30,99880,99880,99875,99875,12,,,,,,,
2021-07-01,99865,99865,99865,99865,42,,,,,,,
2021-07-02,99890,99890,99870,99875,11,,,,,,,
2021-07-05,99890,99890,99870,99890,59,,,,,,,
2021-07-06,99905,99915,99905,99905,6,,,,,,,
2021-07-07,99910,99930,99910,99930,6,,,,,,,
2021-07-08,99955,99970,99955,99970,256,,,,,,,
2021-07-09,99970,99975,99950,99970,12,,,,,,,
2021-07-12,99955,99955,99950,99955,36,,,,,,,
2021-07-13,99980,99980,99950,99965,239,,,,,,,
2021-07-14,99975,99975,99975,99975,6,,,,,,,
2021-07-15,99980,99985,99945,99945,6,,,,,,,
2021-07-16,99955,99965,99955,99965,6,,,,,,,
2021-07-19,99955,99960,99955,99960,20,,,,,,,
2021-07-20,99960,99960,99950,99960,16,,,,,,,
2021-07-21,99970,99975,99970,99970,363,,,,,,,
2021-07-22,99980,99985,99980,99985,8,,,,,,,
2021-07-23,99985,99995,99960,99995,294,,,,,,,
2021-07-26,99970,99995,99970,99995,629,,,,,,,
2021-07-27,99995,99995,99995,99995,6,,,,,,,
2021-07-28,99975,99995,99975,99980,48,,,,,,,
2021-07-29,99995,99995,99985,99995,6,,,,,,,
2021-07-30,99970,99990,99970,99990,177,,,,,,,
2021-08-02,99995,99995,99990,99995,7,,,,,,,
2021-08-03,99995,99995,99995,99995,6,,,,,,,
2021-08-04,100000,100000,100000,100000,6,,,,,,,
2021-08-05,100010,100010,100000,100010,6,,,,,,,
2021-08-06,100010,100010,100000,100000,6,,,,,,,
2021-08-09,99985,100005,99980,99980,38,,,,,,,
2021-08-10,100005,100005,99985,100000,17,,,,,,,
2021-08-11,100005,100005,100005,100005,101,,,,,,,
2021-08-12,100015,100015,100015,100015,6,,,,,,,
2021-08-13,99995,100015,99995,100015,104,,,,,,,
2021-08-17,100020,100020,100000,100020,9,,,,,,,
2021-08-18,100005,100025,100005,100025,7,,,,,,,
2021-08-19,100015,100035,100015,100015,137,,,,,,,
2021-08-20,100035,100035,100015,100035,34,,,,,,,
2021-08-23,100040,100040,100015,100035,1065,,,,,,,
2021-08-24,100025,100025,100005,100015,66,,,,,,,
2021-08-25,99990,100010,99990,99990,10006,,,,,,,
2021-08-26,100020,100020,99980,100010,2712,,,,,,,
2021-08-27,100010,100010,100000,100010,2331,,,,,,,
2021-08-30,99990,100000,99990,100000,36,,,,,,,
2021-08-31,100030,100030,100010,100030,66,,,,,,,
2021-09-01,100020,100050,100020,100045,401,,,,,,,
2021-09-02,100055,100060,100035,100060,14,,,,,,,
2021-09-03,100055,100055,100050,100055,6,,,,,,,
2021-09-06,100055,100055,100055,100055,6,,,,,,,
2021-09-07,100035,100035,100035,100035,50,,,,,,,
2021-09-08,100055,100060,100055,100055,6,,,,,,,
2021-09-09,100060,100060,100050,100050,6,,,,,,,
2021-09-10,100055,100055,100030,100055,73,,,,,,,
2021-09-13,100045,100045,100025,100045,26,,,,,,,
2021-09-14,100070,100070,100020,100040,16,,,,,,,
2021-09-15,100040,100055,100040,100045,20,,,,,,,
2021-09-16,100020,100035,100020,100035,36,,,,,,,
2021-09-17,100055,100055,100050,100055,6,,,,,,,
2021-09-23,100065,100065,100055,100055,8,,,,,,,
2021-09-24,100070,100070,100050,100070,8,,,,,,,
2021-09-27,100070,100070,100070,100070,6,,,,,,,
2021-09-28,100075,100075,100075,100075,6,,,,,,,
2021-09-29,100075,100075,100055,100070,23,,,,,,,
2021-09-30,100070,100090,100070,100090,145,,,,,,,
2021-10-01,100065,100090,100065,100090,88,,,,,,,
2021-10-05,100090,100090,100070,100090,1009,,,,,,,
2021-10-06,100095,100095,100095,100095,13,,,,,,,
2021-10-07,100105,100105,100085,100105,66,,,,,,,
