Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2014-08-27,11090,11090,11080,11080,800024,,,,,,,
2014-08-28,11070,11070,11020,11025,1880,,,,,,,
2014-08-29,10995,10995,10975,10975,59,,,,,,,
2014-09-01,11105,11105,11080,11080,43,,,,,,,
2014-09-02,11080,11080,11080,11080,15,,,,,,,
2014-09-03,11105,11145,11105,11135,902,,,,,,,
2014-09-04,11090,11090,11065,11065,7,,,,,,,
2014-09-05,10975,10985,10965,10980,8,,,,,,,
2014-09-11,11125,11235,11125,11235,30001,,,,,,,
2014-09-12,11235,11250,11210,11210,274,,,,,,,
2014-09-15,11085,11085,11075,11075,2,,,,,,,
2014-09-16,10930,10930,10860,10860,61,,,,,,,
2014-09-17,11070,11070,11040,11040,3,,,,,,,
2014-09-18,11235,11235,11200,11235,5,,,,,,,
2014-09-19,11280,11310,11280,11310,16,,,,,,,
2014-09-22,11290,11330,11290,11330,2,,,,,,,
2014-09-23,11240,11240,11195,11195,6,,,,,,,
2014-09-24,11180,11180,11175,11175,3,,,,,,,
2014-09-25,11480,11535,11470,11525,208,,,,,,,
2014-09-26,11290,11295,11265,11295,214,,,,,,,
2014-09-29,11420,11520,11420,11520,10111,,,,,,,
2014-09-30,11515,11515,11515,11515,1,,,,,,,
2014-10-01,11410,11485,11410,11485,2,,,,,,,
2014-10-02,11325,11325,11240,11240,160,,,,,,,
2014-10-06,11525,11635,11525,11625,30028,,,,,,,
2014-10-07,11430,11455,11425,11455,10,,,,,,,
2014-10-08,11260,11260,11260,11260,1,,,,,,,
2014-10-10,11290,11335,11290,11310,80,,,,,,,
2014-10-13,11125,11125,11065,11085,41,,,,,,,
2014-10-14,10830,10830,10795,10800,59,,,,,,,
2014-10-15,10785,10785,10745,10745,165,,,,,,,
2014-10-16,10800,10800,10730,10735,377,,,,,,,
2014-10-17,10950,10970,10945,10960,508,,,,,,,
2014-10-20,11135,11140,11090,11090,102,,,,,,,
2014-10-21,11255,11255,11205,11245,421,,,,,,,
2014-10-22,11585,11585,11545,11545,11,,,,,,,
2014-10-23,11530,11530,11530,11530,0,,,,,,,
2014-10-24,11825,11865,11805,11820,10603,,,,,,,
2014-10-27,12015,12015,11980,11995,1869,,,,,,,
2014-10-28,12085,12085,12010,12010,614,,,,,,,
2014-10-29,12160,12160,12120,12125,1061,,,,,,,
2014-10-30,12125,12125,12105,12105,2,,,,,,,
2014-10-31,12405,12405,12350,12350,52,,,,,,,
2014-11-03,12520,12625,12520,12605,21,,,,,,,
2014-11-04,12685,12695,12630,12665,160196,,,,,,,
2014-11-05,12510,12510,12450,12460,390,,,,,,,
2014-11-06,12380,12405,12380,12395,97,,,,,,,
2014-11-07,12575,12660,12575,12640,37,,,,,,,
2014-11-10,12510,12515,12465,12465,100,,,,,,,
2014-11-11,12620,12755,12620,12755,188,,,,,,,
2014-11-12,12845,12880,12845,12880,206,,,,,,,
2014-11-13,12815,12890,12815,12890,100024,,,,,,,
2014-11-14,12770,12815,12755,12755,210,,,,,,,
2014-11-17,12545,12545,12480,12480,61,,,,,,,
2014-11-18,12505,12510,12505,12510,26,,,,,,,
2014-11-19,12800,12855,12800,12855,83,,,,,,,
2014-11-20,12855,13000,12825,12940,100547,,,,,,,
2014-11-21,12965,12965,12940,12940,170,,,,,,,
2014-11-24,12900,12940,12900,12940,49,,,,,,,
2014-11-25,13135,13210,13135,13155,56,,,,,,,
2014-11-26,13070,13105,13070,13090,211,,,,,,,
2014-11-27,13245,13245,13210,13215,3,,,,,,,
2014-11-28,13235,13265,13235,13265,346,,,,,,,
