Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2018-11-28,10075,10145,10025,10135,1703,,,,,,,
2018-11-29,10220,10225,10125,10125,2607,,,,,,,
2018-11-30,10215,10215,10105,10120,1004,,,,,,,
2018-12-03,10275,10560,10275,10555,2915,,,,,,,
2018-12-04,10600,10600,10450,10465,1144,,,,,,,
2018-12-05,10335,10360,10300,10300,24,,,,,,,
2018-12-06,10330,10330,9995,9995,2019,,,,,,,
2018-12-07,9995,10065,9995,10065,133,,,,,,,
2018-12-10,10000,10200,9845,9875,2079,,,,,,,
2018-12-11,9900,9995,9810,9810,780,,,,,,,
2018-12-12,9885,10250,9885,10010,1202,,,,,,,
2018-12-13,10125,10200,10125,10140,502,,,,,,,
2018-12-14,10000,10000,9970,9970,130,,,,,,,
2018-12-17,9915,9955,9915,9955,51,,,,,,,
2018-12-18,9875,9875,9690,9715,146,,,,,,,
2018-12-19,9690,9945,9650,9650,20186,,,,,,,
2018-12-20,9695,9695,9465,9485,251,,,,,,,
2018-12-21,9385,9715,9385,9480,2263,,,,,,,
2018-12-24,9825,9825,9385,9390,233,,,,,,,
2018-12-26,9335,9410,9280,9280,610,,,,,,,
2018-12-27,9420,9585,9420,9570,50132,,,,,,,
2018-12-28,9450,9495,9450,9495,2517,,,,,,,
2019-01-02,9580,9670,9250,9260,25706,,,,,,,
2019-01-03,9315,9540,9145,9145,1614,,,,,,,
2019-01-04,9190,9385,9190,9360,1749,,,,,,,
2019-01-07,9400,9550,9400,9530,745,,,,,,,
2019-01-08,9595,9640,9590,9590,927,,,,,,,
2019-01-09,9650,9825,9650,9825,372,,,,,,,
2019-01-10,9890,9920,9875,9890,244,,,,,,,
2019-01-11,9935,9960,9935,9960,185,,,,,,,
2019-01-14,10115,10115,9800,9800,945,,,,,,,
2019-01-15,9850,10000,9820,9930,679,,,,,,,
2019-01-16,9955,10335,9940,10030,23824,,,,,,,
2019-01-17,10030,10100,10030,10040,103,,,,,,,
2019-01-18,10100,10175,10100,10115,1204,,,,,,,
2019-01-21,10250,10250,10250,10250,1,,,,,,,
2019-01-22,10245,10245,10075,10075,92,,,,,,,
2019-01-23,10105,10105,10105,10105,1,,,,,,,
2019-01-24,10105,10105,10105,10105,10,,,,,,,
2019-01-25,10220,10275,10220,10270,13,,,,,,,
2019-01-28,10270,10400,10270,10300,1055,,,,,,,
2019-01-29,10220,10320,10220,10320,22,,,,,,,
2019-01-30,10285,10365,10285,10365,21,,,,,,,
2019-01-31,10505,10600,10505,10600,11,,,,,,,
2019-02-01,10550,10625,10545,10545,389,,,,,,,
2019-02-07,10655,10655,10655,10655,16,,,,,,,
2019-02-08,10410,10740,10390,10500,22021,,,,,,,
2019-02-11,10550,10550,10550,10550,0,,,,,,,
2019-02-12,10800,10800,10600,10600,41,,,,,,,
2019-02-13,10705,11300,10705,10800,6023,,,,,,,
2019-02-14,10710,10710,10710,10710,0,,,,,,,
2019-02-15,10800,10800,10505,10505,3000,,,,,,,
2019-02-18,10655,10685,10650,10655,223,,,,,,,
2019-02-19,10700,10755,10650,10650,582,,,,,,,
2019-02-20,10655,10780,10655,10720,1136,,,,,,,
2019-02-21,10800,10860,10790,10800,632,,,,,,,
2019-02-22,10885,10890,10745,10820,1312,,,,,,,
2019-02-25,11040,11045,11035,11045,332,,,,,,,
2019-02-26,11055,11130,11055,11130,321,,,,,,,
2019-02-27,11005,11130,11005,11060,401,,,,,,,
2019-02-28,10925,11075,10925,11075,139,,,,,,,
2019-03-04,11075,11120,11015,11060,1549,,,,,,,
2019-03-05,11105,11225,11105,11220,301,,,,,,,
2019-03-06,10640,11290,10640,11275,3911,,,,,,,
2019-03-07,11350,11350,11125,11180,260,,,,,,,
2019-03-08,11170,11170,10820,10830,1442,,,,,,,
2019-03-11,10825,10825,10805,10805,31,,,,,,,
2019-03-12,11050,11135,11030,11090,279,,,,,,,
2019-03-13,11050,11050,10800,10985,50,,,,,,,
2019-03-14,11035,11035,11025,11025,28,,,,,,,
2019-03-15,11045,11135,11045,11050,35,,,,,,,
2019-03-18,11150,11210,11145,11210,249,,,,,,,
2019-03-19,11300,11300,11270,11270,110,,,,,,,
2019-03-20,11300,11300,11200,11200,41,,,,,,,
2019-03-21,11250,11265,11250,11265,290,,,,,,,
2019-03-22,11300,11300,11100,11100,31,,,,,,,
2019-03-25,11150,11150,10890,10910,92,,,,,,,
2019-03-26,11075,11075,11075,11075,29,,,,,,,
2019-03-27,11130,11130,11090,11090,114,,,,,,,
2019-03-28,11050,11050,10990,10990,39,,,,,,,
2019-03-29,10990,11090,10990,11090,1033,,,,,,,
2019-04-01,11120,11370,11090,11340,1989,,,,,,,
2019-04-02,11350,11375,11275,11350,2763,,,,,,,
2019-04-03,11370,11380,11290,11300,826,,,,,,,
2019-04-04,11325,11490,11325,11345,190,,,,,,,
2019-04-05,11500,11500,11300,11495,50,,,,,,,
2019-04-08,11590,11590,11470,11490,302,,,,,,,
2019-04-09,11500,11590,11500,11560,35,,,,,,,
2019-04-10,11450,11555,11450,11545,79,,,,,,,
2019-04-11,11535,11595,11490,11525,172,,,,,,,
2019-04-12,11470,11885,11470,11495,233,,,,,,,
2019-04-15,11505,12185,11455,11625,627,,,,,,,
2019-04-16,11660,12045,11445,11545,180,,,,,,,
2019-04-17,11550,11720,11550,11615,274,,,,,,,
2019-04-18,11700,11700,11535,11585,85,,,,,,,
2019-04-19,11585,11620,11480,11515,44,,,,,,,
2019-04-22,11605,11610,11400,11435,1126,,,,,,,
2019-04-23,11435,11545,11390,11535,1308,,,,,,,
2019-04-24,11595,11595,11425,11510,471,,,,,,,
2019-04-25,11600,11600,11455,11455,446,,,,,,,
2019-04-26,11115,11470,11115,11425,222,,,,,,,
2019-04-29,11395,11445,11395,11445,125,,,,,,,
2019-04-30,11500,11500,11340,11375,32,,,,,,,
2019-05-02,11500,11505,11465,11505,29,,,,,,,
2019-05-03,11500,11500,11355,11455,310,,,,,,,
2019-05-07,11300,11300,11040,11095,65063,,,,,,,
2019-05-08,11100,11100,10920,10975,65347,,,,,,,
2019-05-09,10960,11290,10705,10730,62202,,,,,,,
