Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2018-05-11,50010,50025,49985,49995,7,,,,,,,
2018-05-14,49950,49950,49945,49945,4,,,,,,,
2018-05-15,49895,49895,49845,49850,5,,,,,,,
2018-05-16,49750,49865,49735,49865,3,,,,,,,
2018-05-17,49905,49955,49905,49955,2,,,,,,,
2018-05-18,49935,50060,49935,50060,2,,,,,,,
2018-05-21,50080,50130,50080,50130,5,,,,,,,
2018-05-23,50145,50145,50145,50145,2,,,,,,,
2018-05-24,50335,50335,50335,50335,2,,,,,,,
2018-05-25,50325,50330,50325,50330,2,,,,,,,
2018-05-28,50405,50405,50290,50290,12,,,,,,,
2018-05-29,50400,50400,50400,50400,2,,,,,,,
2018-05-30,50720,50720,50420,50420,4,,,,,,,
2018-05-31,50445,50470,50435,50435,3004,,,,,,,
2018-06-01,50405,50445,50390,50395,30,,,,,,,
2018-06-04,50340,50340,50315,50315,102,,,,,,,
2018-06-05,50280,50320,50275,50320,2102,,,,,,,
2018-06-07,50240,50240,50215,50235,107,,,,,,,
2018-06-08,50260,50360,50240,50360,1102,,,,,,,
2018-06-11,50320,50320,50265,50300,12,,,,,,,
2018-06-12,50405,50435,50325,50325,14,,,,,,,
2018-06-14,50330,50380,50310,50380,2002,,,,,,,
2018-06-15,50475,50480,50475,50480,2,,,,,,,
2018-06-18,50520,50675,50520,50675,2002,,,,,,,
2018-06-19,50730,50795,50730,50795,2,,,,,,,
2018-06-20,50735,50785,50735,50785,2,,,,,,,
2018-06-21,50730,50890,50730,50890,2,,,,,,,
2018-06-22,50885,50885,50870,50870,16,,,,,,,
2018-06-25,50910,50910,50860,50860,22,,,,,,,
2018-06-26,50935,50935,50840,50840,202,,,,,,,
2018-06-27,50900,51010,50900,51010,2,,,,,,,
2018-06-28,51070,51145,51070,51120,2003,,,,,,,
2018-06-29,51120,51130,51055,51100,445,,,,,,,
2018-07-02,51100,51210,51100,51210,19,,,,,,,
2018-07-03,51125,51135,51025,51025,1503,,,,,,,
2018-07-04,51075,51145,51075,51145,503,,,,,,,
2018-07-05,51135,51175,51135,51175,3,,,,,,,
2018-07-06,51215,51215,51130,51130,3,,,,,,,
2018-07-09,51165,51165,51100,51140,7,,,,,,,
2018-07-10,51085,51160,51085,51160,331,,,,,,,
2018-07-11,51240,51320,51240,51315,1303,,,,,,,
2018-07-12,51300,51315,51185,51230,47,,,,,,,
2018-07-13,51170,51170,51150,51155,8,,,,,,,
2018-07-16,51170,51225,51135,51220,68,,,,,,,
2018-07-17,51175,51205,51175,51185,503,,,,,,,
2018-07-18,51205,51285,51205,51285,103,,,,,,,
2018-07-19,51250,51255,51240,51255,24,,,,,,,
2018-07-20,51290,51330,51290,51330,8,,,,,,,
2018-07-23,51200,51305,51200,51280,1016,,,,,,,
2018-07-24,51115,51140,51090,51105,163,,,,,,,
2018-07-25,51130,51230,51095,51230,22,,,,,,,
2018-07-26,51165,51215,51165,51215,4,,,,,,,
2018-07-27,51210,51235,51085,51115,2650,,,,,,,
2018-07-30,51100,51120,51100,51120,14,,,,,,,
2018-07-31,51115,51255,51025,51255,3335,,,,,,,
2018-08-01,51160,51165,51015,51055,129,,,,,,,
2018-08-02,51010,51125,50980,51120,313,,,,,,,
2018-08-03,51110,51110,51085,51085,4,,,,,,,
2018-08-06,51135,51190,51095,51190,88,,,,,,,
2018-08-07,51195,51235,51195,51225,10108,,,,,,,
2018-08-08,51175,51210,51175,51205,83,,,,,,,
2018-08-09,51240,51365,51240,51365,333,,,,,,,
2018-08-10,51395,51515,51395,51515,10,,,,,,,
2018-08-13,51495,51495,51395,51445,393,,,,,,,
2018-08-14,51470,51470,51435,51435,155,,,,,,,
2018-08-16,51530,51575,51525,51565,805,,,,,,,
2018-08-17,51635,51735,51635,51735,905,,,,,,,
2018-08-20,51735,51885,51735,51885,65,,,,,,,
