Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2014-12-17,10875,10875,10790,10870,23410,,,,,,,
2014-12-18,10925,10925,10650,10765,43344,,,,,,,
2014-12-19,10800,10800,10720,10735,38971,,,,,,,
2014-12-22,10735,10805,10735,10790,28376,,,,,,,
2014-12-23,10790,10790,10770,10775,16248,,,,,,,
2014-12-24,10800,10865,10760,10830,26050,,,,,,,
2014-12-26,10825,10885,10825,10860,24798,,,,,,,
2014-12-29,10975,10975,10890,10935,21585,,,,,,,
2014-12-30,10860,10885,10800,10800,12243,,,,,,,
2015-01-02,10745,10910,10745,10910,10051,,,,,,,
2015-01-05,10855,10935,10840,10935,365,,,,,,,
2015-01-06,10840,10850,10780,10825,737,,,,,,,
2015-01-07,10800,10810,10770,10795,82,,,,,,,
2015-01-08,10800,10900,10800,10890,73,,,,,,,
2015-01-09,10920,11045,10920,11035,2498,,,,,,,
2015-01-12,11065,11085,11060,11085,35,,,,,,,
2015-01-13,11080,11180,11080,11170,186,,,,,,,
2015-01-14,11165,11165,11085,11095,2660,,,,,,,
2015-01-15,11085,11165,11085,11165,58,,,,,,,
2015-01-16,11060,11130,11060,11115,565,,,,,,,
2015-01-19,11220,11220,11170,11190,360,,,,,,,
2015-01-20,11180,11210,11175,11210,19,,,,,,,
2015-01-21,11230,11315,11230,11315,320,,,,,,,
2015-01-22,11305,11330,11270,11315,1232,,,,,,,
2015-01-23,11405,11405,11300,11310,2133,,,,,,,
2015-01-26,11250,11265,11235,11265,77,,,,,,,
2015-01-27,11280,11295,11235,11290,48,,,,,,,
2015-01-28,11365,11475,11350,11475,143,,,,,,,
2015-01-29,11400,11425,11390,11405,1276,,,,,,,
2015-01-30,11455,11465,11390,11435,191,,,,,,,
2015-02-02,11460,11505,11460,11505,169,,,,,,,
2015-02-03,11450,11495,11450,11495,2138,,,,,,,
2015-02-04,11550,11590,11550,11590,1120,,,,,,,
2015-02-05,11575,11575,11510,11550,1285,,,,,,,
2015-02-06,11565,11580,11515,11530,2252,,,,,,,
2015-02-09,11480,11490,11450,11490,448,,,,,,,
2015-02-10,11435,11435,11400,11425,140,,,,,,,
2015-02-11,11485,11485,11410,11475,361,,,,,,,
2015-02-12,11490,11490,11445,11480,365,,,,,,,
2015-02-13,11485,11555,11485,11555,444,,,,,,,
2015-02-16,11525,11525,11475,11495,277,,,,,,,
2015-02-17,11485,11510,11425,11510,557,,,,,,,
2015-02-23,11535,11620,11535,11620,644,,,,,,,
2015-02-24,11620,11755,11620,11755,917,,,,,,,
2015-02-25,11820,11850,11815,11850,294,,,,,,,
2015-02-26,11835,11835,11795,11810,65,,,,,,,
2015-02-27,11830,11870,11805,11810,1490,,,,,,,
2015-03-02,11810,11815,11760,11815,234,,,,,,,
2015-03-03,11820,11830,11765,11830,1353,,,,,,,
2015-03-04,11795,11795,11765,11780,1097,,,,,,,
2015-03-05,11775,11795,11750,11795,252,,,,,,,
2015-03-06,11800,11800,11755,11800,134,,,,,,,
2015-03-09,11790,11790,11700,11705,236,,,,,,,
2015-03-10,11740,11740,11655,11695,175,,,,,,,
2015-03-11,11635,11635,11590,11630,582,,,,,,,
2015-03-12,11605,11720,11605,11720,250156,,,,,,,
2015-03-13,11705,11780,11665,11780,80318,,,,,,,
2015-03-16,11770,11795,11700,11795,484,,,,,,,
2015-03-17,11825,11905,11815,11895,1375,,,,,,,
2015-03-18,11910,11925,11820,11820,543,,,,,,,
2015-03-19,11880,11930,11870,11905,297,,,,,,,
2015-03-20,11905,11960,11880,11960,1533,,,,,,,
2015-03-23,11985,12085,11960,11975,35963,,,,,,,
2015-03-24,12000,12060,11980,12060,868,,,,,,,
2015-03-25,12070,12125,12070,12125,2810,,,,,,,
2015-03-26,12140,12140,12085,12100,2183,,,,,,,
2015-03-27,12140,12145,12060,12125,2130,,,,,,,
2015-03-30,12130,12195,12130,12195,1160,,,,,,,
2015-03-31,12220,12260,12205,12250,1164,,,,,,,
2015-04-01,12270,12315,12245,12315,3445,,,,,,,
2015-04-02,12335,12400,12335,12350,4376,,,,,,,
2015-04-03,12370,12390,12315,12375,706,,,,,,,
2015-04-06,12405,12465,12385,12465,1938,,,,,,,
2015-04-07,12500,12590,12480,12500,2775,,,,,,,
2015-04-08,12505,12520,12445,12510,2906,,,,,,,
2015-04-09,12540,12575,12525,12570,775,,,,,,,
2015-04-10,12580,12745,12580,12740,1607,,,,,,,
2015-04-13,12760,12775,12640,12720,11977,,,,,,,
2015-04-14,12755,12755,12560,12625,6623,,,,,,,
2015-04-15,12640,12710,12630,12705,910,,,,,,,
2015-04-16,12730,12790,12695,12735,4548,,,,,,,
2015-04-17,12765,12945,12735,12925,2946,,,,,,,
2015-04-20,12880,12900,12765,12900,31356,,,,,,,
2015-04-21,12900,12920,12875,12920,2023,,,,,,,
2015-04-22,12935,12970,12615,12860,7662,,,,,,,
2015-04-23,12825,12950,12705,12950,77858,,,,,,,
2015-04-24,12940,12990,12785,12885,186332,,,,,,,
2015-04-27,12925,13000,12925,13000,9254,,,,,,,
2015-04-28,13035,13085,12980,13015,3991,,,,,,,
2015-04-29,12915,12950,12795,12915,23789,4,-1.11,,,,,
2015-04-30,12915,12915,12720,12785,18394,,,,,,,
2015-05-04,12800,12810,12670,12760,12539,,,,,,,
2015-05-06,12765,12765,12490,12525,5100,,,,,,,
2015-05-07,12540,12540,12205,12510,6269,,,,,,,
2015-05-08,12490,12680,12415,12680,4504,,,,,,,
2015-05-11,12760,13000,12760,12990,13574,,,,,,,
2015-05-12,13010,13010,12900,12935,8902,,,,,,,
2015-05-13,12970,13050,12965,13050,212238,,,,,,,
2015-05-14,13065,13225,13065,13220,3629,,,,,,,
2015-05-15,13250,13280,13160,13220,2135,,,,,,,
2015-05-18,13270,13320,13165,13295,7455,,,,,,,
2015-05-19,13340,13345,13245,13345,10478,,,,,,,
2015-05-20,13300,13455,13260,13445,4561,,,,,,,
2015-05-21,13450,13460,13295,13440,14413,,,,,,,
2015-05-22,13440,13530,13405,13520,5534,,,,,,,
2015-05-26,13530,13665,13475,13590,12706,,,,,,,
2015-05-27,13495,13495,13275,13370,12972,,,,,,,
2015-05-28,13405,13560,13400,13470,24666,,,,,,,
2015-05-29,13460,13725,13445,13605,55079,,,,,,,
2015-06-01,13605,13680,13490,13680,4439,,,,,,,
2015-06-02,13680,13700,13410,13425,12867,,,,,,,
2015-06-03,13480,13540,13310,13345,6975,,,,,,,
2015-06-04,13350,13510,13350,13465,12359,,,,,,,
2015-06-05,13400,13450,13300,13440,15821,,,,,,,
2015-06-08,13415,13450,13310,13450,4126,,,,,,,
2015-06-09,13450,13500,13440,13440,7918,,,,,,,
2015-06-10,13530,13535,13330,13385,2533,,,,,,,
2015-06-11,13455,13455,13300,13350,30671,,,,,,,
2015-06-12,13265,13330,13130,13215,11176,,,,,,,
2015-06-15,13110,13135,13000,13005,9747,,,,,,,
2015-06-16,13005,13050,12755,12910,18251,,,,,,,
2015-06-17,12910,12930,12835,12920,1350,,,,,,,
2015-06-18,13000,13110,12925,13075,24407,,,,,,,
2015-06-19,13140,13195,13105,13185,2218,,,,,,,
2015-06-22,13200,13220,13060,13160,175521,,,,,,,
