Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2012-07-05,18705,18725,18605,18690,13281,,,,,,,
2012-07-06,18735,18735,18420,18490,6603,,,,,,,
2012-07-09,18320,18350,18190,18255,6602,,,,,,,
2012-07-10,18345,18365,18130,18180,6672,,,,,,,
2012-07-11,18180,18205,18045,18140,6712,,,,,,,
2012-07-12,18195,18205,17755,17755,6782,,,,,,,
2012-07-13,17790,18110,17645,18030,6677,,,,,,,
2012-07-16,18090,18120,17950,18075,6660,,,,,,,
2012-07-17,18025,18305,17905,18130,6600,,,,,,,
2012-07-18,18185,18210,17800,17865,16700,,,,,,,
2012-07-19,18180,18280,18095,18185,6600,,,,,,,
2012-07-20,18250,18260,18135,18180,6700,,,,,,,
2012-07-23,17925,17925,17705,17820,7101,,,,,,,
2012-07-24,17800,17905,17770,17890,6600,,,,,,,
2012-07-25,17500,17780,17500,17625,6780,,,,,,,
2012-07-26,17665,17790,17560,17770,6380,,,,,,,
2012-07-27,18105,18315,18085,18310,6600,,,,,,,
2012-07-30,18565,18565,18480,18520,6600,,,,,,,
2012-07-31,18480,19145,18480,19085,6700,,,,,,,
2012-08-01,18825,19020,18795,18940,32700,,,,,,,
2012-08-02,18990,19010,18750,18800,8995,,,,,,,
2012-08-03,18555,18735,18500,18535,124605,,,,,,,
2012-08-06,18970,19050,18910,18955,126655,,,,,,,
2012-08-07,18915,18965,18860,18915,6608,,,,,,,
2012-08-08,19015,19295,19015,19115,5000,,,,,,,
2012-08-09,19210,19685,19210,19595,5000,,,,,,,
2012-08-10,19470,19600,19455,19550,25000,,,,,,,
2012-08-13,19495,19560,19405,19405,69490,,,,,,,
2012-08-14,19555,19720,19540,19700,5100,,,,,,,
2012-08-16,19665,19685,19550,19650,6000,,,,,,,
2012-08-17,19785,19790,19515,19565,7201,,,,,,,
2012-08-20,19570,19610,19460,19555,5000,,,,,,,
2012-08-21,19645,19725,19515,19525,5000,,,,,,,
2012-08-22,19400,19465,19150,19300,5000,,,,,,,
2012-08-23,19320,19430,19210,19430,5001,,,,,,,
2012-08-24,19285,19285,19175,19215,6300,,,,,,,
2012-08-27,18985,19230,18985,19155,15600,,,,,,,
