Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2020-05-19,10350,10350,9910,9960,1958,,,,,,,
2020-05-20,10015,10060,10015,10060,2832,,,,,,,
2020-05-21,10065,10160,10060,10155,1669,,,,,,,
2020-05-22,10030,10175,10030,10170,273,,,,,,,
2020-05-25,10280,10280,10130,10260,2092,,,,,,,
2020-05-26,10225,10230,10155,10170,1809,,,,,,,
2020-05-27,10170,10235,10170,10235,4357,,,,,,,
2020-05-28,10300,10335,10295,10320,5346,,,,,,,
2020-05-29,10310,10320,10285,10315,12579,,,,,,,
2020-06-01,10285,10290,10250,10255,7092,,,,,,,
2020-06-02,10270,10295,10270,10275,319,,,,,,,
2020-06-03,10270,10285,10215,10275,21225,,,,,,,
2020-06-04,10235,10265,10235,10265,1050,,,,,,,
2020-06-05,10230,10230,10170,10170,5401,,,,,,,
2020-06-08,10285,10310,10155,10220,2769,,,,,,,
2020-06-09,10150,10165,10140,10165,6414,,,,,,,
2020-06-10,10015,10145,10015,10115,2795,,,,,,,
2020-06-11,10115,10120,10015,10065,9575,,,,,,,
2020-06-12,10005,10045,9950,9960,4204,,,,,,,
2020-06-15,9985,9990,9965,9975,772,,,,,,,
2020-06-16,10085,10085,9985,10005,3824,,,,,,,
2020-06-17,10005,10225,10005,10125,69,,,,,,,
2020-06-18,10200,10200,10000,10050,1022,,,,,,,
2020-06-19,10200,10200,10000,10150,20317,,,,,,,
2020-06-22,10070,10070,9955,10030,653,,,,,,,
2020-06-23,10105,10105,9950,10090,439,,,,,,,
2020-06-24,10035,10035,9985,10025,2525,,,,,,,
2020-06-25,10020,10020,9985,9985,290,,,,,,,
2020-06-26,9930,10115,9925,10095,12547,,,,,,,
2020-06-29,9975,9975,9890,9890,1810,,,,,,,
2020-06-30,10075,10075,9880,10000,583,,,,,,,
2020-07-01,9985,9990,9980,9990,149,,,,,,,
2020-07-02,9990,9990,9935,9935,284,,,,,,,
2020-07-03,9935,9945,9935,9945,262,,,,,,,
2020-07-06,10060,10060,9915,9915,2567,,,,,,,
2020-07-07,9960,9990,9885,9940,11317,,,,,,,
2020-07-08,9905,9905,9900,9905,466,,,,,,,
2020-07-09,9905,9905,9875,9880,24089,,,,,,,
2020-07-10,9960,10020,9960,10020,2719,,,,,,,
2020-07-13,9880,10100,9880,10090,2283,,,,,,,
2020-07-14,10000,10000,9930,9930,2709,,,,,,,
2020-07-15,9990,10015,9935,10010,698,,,,,,,
2020-07-16,9885,10110,9885,10065,1635,,,,,,,
2020-07-17,10075,10155,9995,10155,707,,,,,,,
2020-07-20,10105,10155,10000,10110,13887,,,,,,,
2020-07-21,10110,10110,10020,10105,7428,,,,,,,
2020-07-22,10105,10250,10010,10150,3337,,,,,,,
2020-07-23,10100,10200,10100,10120,234,,,,,,,
2020-07-24,10185,10240,10110,10110,173,,,,,,,
2020-07-27,10170,10170,10095,10155,6604,,,,,,,
2020-07-28,10155,10155,10130,10145,40,,,,,,,
2020-07-29,10165,10165,10145,10145,141,,,,,,,
2020-07-30,10195,10195,10130,10175,1108,,,,,,,
2020-07-31,10195,10195,10040,10095,1193,,,,,,,
2020-08-03,10280,10280,10180,10215,1660,,,,,,,
2020-08-04,10230,10275,10185,10275,3324,,,,,,,
2020-08-05,10250,10250,10150,10150,23864,,,,,,,
2020-08-06,10150,10165,10010,10140,3653,,,,,,,
2020-08-07,10275,10275,10075,10185,9376,,,,,,,
2020-08-10,10200,10205,10170,10170,8383,,,,,,,
2020-08-11,10120,10200,10120,10200,8998,,,,,,,
2020-08-12,10190,10255,10190,10255,6017,,,,,,,
2020-08-13,10215,10215,10190,10205,7335,,,,,,,
2020-08-14,10160,10205,10155,10195,190,,,,,,,
2020-08-18,10185,10220,10150,10220,952,,,,,,,
2020-08-19,10210,10285,10210,10210,1071,,,,,,,
2020-08-20,10215,10320,10160,10165,3881,,,,,,,
2020-08-21,10240,10315,10210,10285,9156,,,,,,,
2020-08-24,10285,10375,10280,10285,277,,,,,,,
2020-08-25,10300,10370,10245,10305,958,,,,,,,
2020-08-26,10475,10475,10260,10340,5953,,,,,,,
2020-08-27,10375,10375,10300,10340,5380,,,,,,,
2020-08-28,10340,10375,10285,10375,2749,,,,,,,
2020-08-31,10325,10330,10270,10285,1849,,,,,,,
2020-09-01,10235,10280,10225,10260,6314,,,,,,,
2020-09-02,10500,10500,10265,10305,3160,,,,,,,
2020-09-03,10280,10280,10240,10280,639,,,,,,,
2020-09-04,10300,10300,10055,10270,3180,,,,,,,
2020-09-07,10235,10235,10180,10230,1572,,,,,,,
2020-09-08,10230,10235,10125,10215,1804,,,,,,,
2020-09-09,10215,10225,10195,10195,4767,,,,,,,
2020-09-10,10260,10260,10190,10230,963,,,,,,,
2020-09-11,10280,10285,10230,10270,1981,,,,,,,
2020-09-14,10300,10300,10170,10210,2781,,,,,,,
2020-09-15,10440,10440,10220,10225,1749,,,,,,,
2020-09-16,10225,10250,10145,10220,2359,,,,,,,
2020-09-17,10215,10230,10215,10220,375,,,,,,,
2020-09-18,10160,10160,10070,10070,3973,,,,,,,
2020-09-21,10070,10075,10000,10040,1610,,,,,,,
2020-09-22,10040,10040,10000,10000,243,,,,,,,
2020-09-23,10000,10085,10000,10075,118,,,,,,,
2020-09-24,10005,10015,9910,9915,484,,,,,,,
2020-09-25,9985,10000,9980,10000,1279,,,,,,,
2020-09-28,10125,10155,10000,10155,899,,,,,,,
2020-09-29,10175,10200,10175,10180,227,,,,,,,
2020-10-05,10185,10185,10025,10180,1282,,,,,,,
2020-10-06,10135,10185,10135,10140,549,,,,,,,
2020-10-07,10135,10220,10105,10170,491,,,,,,,
2020-10-08,10170,10230,10100,10175,2687,,,,,,,
2020-10-12,9910,10165,9910,10095,1285,,,,,,,
2020-10-13,10095,10115,10075,10115,842,,,,,,,
2020-10-14,10130,10130,10015,10070,1291,,,,,,,
2020-10-15,10090,10090,10070,10070,157,,,,,,,
2020-10-16,10080,10080,10035,10065,261,,,,,,,
2020-10-19,9975,9975,9910,9975,2526,,,,,,,
2020-10-20,9930,9935,9910,9925,1619,,,,,,,
2020-10-21,9905,9905,9855,9860,3349,,,,,,,
2020-10-22,9860,9865,9815,9815,1516,,,,,,,
2020-10-23,9885,9885,9860,9865,290,,,,,,,
2020-10-26,9900,9930,9850,9870,752,,,,,,,
2020-10-27,9865,9875,9840,9840,1094,,,,,,,
2020-10-28,9795,9825,9795,9810,735,,,,,,,
2020-10-29,9795,9800,9750,9750,894,,,,,,,
2020-10-30,9750,9750,9650,9710,259,,,,,,,
2020-11-02,9765,9840,9760,9790,290,,,,,,,
2020-11-03,9770,9770,9735,9765,321,,,,,,,
2020-11-04,9780,9855,9750,9810,1238,,,,,,,
2020-11-05,9810,9810,9810,9810,262,,,,,,,
2020-11-06,9815,9830,9765,9790,383,,,,,,,
2020-11-09,9690,9790,9690,9735,458,,,,,,,
2020-11-10,9885,9885,9735,9815,2165,,,,,,,
2020-11-11,9990,9990,9720,9770,2692,,,,,,,
2020-11-12,9770,9790,9735,9790,3361,,,,,,,
2020-11-13,9800,9800,9650,9800,1205,,,,,,,
2020-11-16,9845,9845,9660,9755,11590,,,,,,,
2020-11-17,9800,9895,9790,9810,2415,,,,,,,
2020-11-18,9810,9810,9790,9790,1408,,,,,,,
2020-11-19,9835,9860,9815,9860,445,,,,,,,
2020-11-20,9860,9870,9860,9870,592,,,,,,,
2020-11-23,9715,10005,9715,9830,13195,,,,,,,
2020-11-24,9870,9870,9835,9850,1354,,,,,,,
2020-11-25,9850,9850,9800,9845,4182,,,,,,,
2020-11-26,9845,9845,9835,9835,213,,,,,,,
2020-11-27,9795,9795,9780,9785,2086,,,,,,,
2020-11-30,9800,9815,9745,9815,2212,,,,,,,
2020-12-01,9800,9875,9730,9875,732,,,,,,,
2020-12-02,9795,9820,9720,9735,1600,,,,,,,
2020-12-03,9800,9825,9710,9720,2268,,,,,,,
2020-12-04,9700,9700,9605,9610,3638,,,,,,,
2020-12-07,9810,9810,9595,9625,1761,,,,,,,
2020-12-08,9790,9790,9610,9640,1091,,,,,,,
2020-12-09,9845,9845,9620,9620,287,,,,,,,
2020-12-10,9875,9875,9630,9695,968,,,,,,,
2020-12-11,9855,9855,9665,9705,1023,,,,,,,
2020-12-14,9895,9895,9685,9785,257,,,,,,,
2020-12-15,9915,9915,9750,9790,121,,,,,,,
2020-12-16,9920,9920,9740,9785,686,,,,,,,
2020-12-17,9950,9950,9785,9805,624,,,,,,,
2020-12-18,9865,9875,9800,9875,799,,,,,,,
2020-12-21,9915,9915,9830,9865,594,,,,,,,
2020-12-22,9945,9960,9860,9950,2754,,,,,,,
2020-12-23,9990,9990,9910,9910,5397,,,,,,,
2020-12-24,9960,9960,9835,9850,5420,,,,,,,
2020-12-28,9945,9945,9805,9820,992,,,,,,,
2020-12-29,9885,9885,9750,9775,738,,,,,,,
2020-12-30,9705,9790,9705,9725,918,,,,,,,
2021-01-04,9840,9840,9700,9735,1841,,,,,,,
2021-01-05,9770,9770,9670,9710,342,,,,,,,
2021-01-06,9785,9785,9665,9705,1075,,,,,,,
2021-01-07,9650,9650,9540,9625,1943,,,,,,,
2021-01-08,9660,9685,9565,9620,716,,,,,,,
2021-01-11,9705,9705,9395,9675,8979,,,,,,,
2021-01-12,9655,9655,9545,9610,2003,,,,,,,
2021-01-13,9595,9595,9540,9545,483,,,,,,,
2021-01-14,9730,9730,9625,9660,1343,,,,,,,
2021-01-15,9730,9730,9650,9650,136,,,,,,,
2021-01-18,9700,9800,9700,9790,1629,,,,,,,
2021-01-19,9720,9760,9700,9705,308,,,,,,,
2021-01-20,9800,9800,9715,9730,533,,,,,,,
2021-01-21,9730,9815,9720,9735,1294,,,,,,,
2021-01-22,9735,9810,9725,9725,1524,,,,,,,
2021-01-25,9760,9850,9750,9785,7538,,,,,,,
2021-01-26,9765,9775,9710,9770,3654,,,,,,,
2021-01-27,9705,9805,9705,9805,256,,,,,,,
2021-01-28,9805,9805,9700,9745,16630,,,,,,,
2021-01-29,9785,9845,9785,9840,11468,,,,,,,
2021-02-01,9895,9895,9800,9845,172,,,,,,,
2021-02-02,9890,9915,9830,9860,553,,,,,,,
2021-02-03,9920,9920,9800,9900,1475,,,,,,,
2021-02-04,9855,9900,9775,9900,1410,,,,,,,
2021-02-05,9940,9940,9880,9910,5236,,,,,,,
2021-02-08,9830,9930,9830,9900,290,,,,,,,
2021-02-09,9885,9885,9855,9855,2113,,,,,,,
2021-02-10,9810,9865,9775,9815,827,,,,,,,
2021-02-15,9735,9745,9710,9720,1880,,,,,,,
2021-02-16,9685,9685,9090,9675,14042,,,,,,,
2021-02-17,9690,9690,9650,9655,2473,,,,,,,
2021-02-18,9620,9695,9605,9695,1574,,,,,,,
2021-02-19,9695,9700,9680,9700,229,,,,,,,
2021-02-22,9670,9700,9660,9700,323,,,,,,,
2021-02-23,9685,9685,9590,9640,8465,,,,,,,
2021-02-24,9645,9675,9590,9660,954,,,,,,,
2021-02-25,9665,9665,9600,9605,781,,,,,,,
2021-02-26,9680,9725,9665,9720,2607,,,,,,,
2021-03-02,9735,9800,9735,9795,220,,,,,,,
2021-03-03,9760,9810,9760,9805,510,,,,,,,
2021-03-04,9805,9880,9770,9835,1006,,,,,,,
2021-03-05,9810,9885,9795,9795,3710,,,,,,,
2021-03-08,9850,9900,9805,9870,2395,,,,,,,
2021-03-09,9935,10000,9935,9965,1941,,,,,,,
2021-03-10,9970,10010,9955,10000,911,,,,,,,
2021-03-11,9975,10060,9955,9985,6785,,,,,,,
2021-03-12,9985,10025,9965,9985,2258,,,,,,,
2021-03-15,9985,10045,9945,10025,6496,,,,,,,
2021-03-16,10025,10070,10025,10055,388,,,,,,,
2021-03-17,10025,10050,10025,10050,2081,,,,,,,
2021-03-18,9850,10030,9850,9960,931,,,,,,,
2021-03-19,9960,9960,9895,9955,954,,,,,,,
2021-03-22,9995,10000,9955,9965,371,,,,,,,
2021-03-23,10005,10005,9965,10000,2191,,,,,,,
2021-03-24,10020,10020,10010,10020,168,,,,,,,
2021-03-25,10055,10070,10050,10070,924,,,,,,,
2021-03-26,10040,10070,10005,10050,887,,,,,,,
2021-03-29,10130,10130,10020,10095,1051,,,,,,,
2021-03-30,10075,10080,10040,10050,893,,,,,,,
2021-03-31,10050,10110,10010,10075,229,,,,,,,
2021-04-01,10000,10090,10000,10075,185,,,,,,,
2021-04-02,10155,10155,10035,10075,4275,,,,,,,
2021-04-05,10150,10150,10080,10105,608,,,,,,,
2021-04-06,10180,10180,10025,10050,6545,,,,,,,
2021-04-07,10080,10080,10050,10050,427,,,,,,,
2021-04-08,10095,10095,10045,10045,566,,,,,,,
2021-04-09,10130,10130,10010,10045,3164,,,,,,,
2021-04-12,10050,10140,10040,10140,1402,,,,,,,
2021-04-13,10185,10185,10065,10120,6039,,,,,,,
2021-04-14,10125,10135,10025,10055,701,,,,,,,
2021-04-15,10115,10115,10075,10090,280,,,,,,,
2021-04-16,10115,10125,10035,10095,1385,,,,,,,
2021-04-19,10120,10130,10050,10090,3732,,,,,,,
2021-04-20,10120,10120,9990,9990,1738,,,,,,,
2021-04-21,10125,10125,9990,10105,1879,,,,,,,
2021-04-22,10140,10140,10030,10085,654,,,,,,,
2021-04-23,10105,10105,10080,10085,3734,,,,,,,
2021-04-26,10130,10130,10010,10070,608,,,,,,,
2021-04-27,10070,10080,10070,10080,248,,,,,,,
2021-04-28,10105,10105,10005,10065,752,,,,,,,
2021-04-29,10055,10055,10000,10000,400,,,,,,,
2021-04-30,10000,10040,9990,10040,1241,,,,,,,
2021-05-03,10055,10085,10030,10050,1317,,,,,,,
2021-05-04,10100,10155,10055,10155,1395,,,,,,,
2021-05-06,10205,10205,10125,10150,1462,,,,,,,
