Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2011-04-06,8135,8140,8070,8070,14614,,,,,,,
2011-04-07,8065,8065,7970,8025,6341,,,,,,,
2011-04-08,7975,8000,7950,7975,2112,,,,,,,
2011-04-11,7960,7960,7880,7880,1146,,,,,,,
2011-04-12,7870,7870,7810,7825,3412,,,,,,,
2011-04-13,7845,7885,7830,7885,7257,,,,,,,
2011-04-14,7845,7890,7805,7890,5503,,,,,,,
2011-04-15,7895,7930,7885,7900,3745,,,,,,,
2011-04-18,7900,7905,7835,7860,257,,,,,,,
2011-04-19,7835,7835,7790,7800,1859,,,,,,,
2011-04-20,7820,7910,7820,7895,5554,,,,,,,
2011-04-21,7925,8100,7925,8100,70716,,,,,,,
2011-04-22,8010,8040,7970,8015,27777,,,,,,,
2011-04-25,7975,8030,7975,8030,16413,,,,,,,
2011-04-26,7985,8020,7940,8020,104450,,,,,,,
2011-04-27,8040,8160,8040,8050,37364,,,,,,,
2011-04-28,8130,8140,8080,8090,43178,,,,,,,
2011-04-29,8055,8120,8025,8120,53456,,,,,,,
2011-05-02,8180,8310,8180,8275,5433,,,,,,,
2011-05-03,8255,8310,8250,8285,991,,,,,,,
2011-05-04,8285,8380,8285,8380,4048,,,,,,,
2011-05-06,8380,8480,8380,8455,5761,,,,,,,
2011-05-09,8400,8445,8290,8290,10472,,,,,,,
2011-05-11,8270,8275,8230,8265,34340,,,,,,,
2011-05-12,8170,8225,8150,8180,25391,,,,,,,
2011-05-13,8165,8185,8145,8185,689,,,,,,,
2011-05-16,8150,8220,8105,8210,4987,,,,,,,
2011-05-17,8185,8265,8185,8200,16634,,,,,,,
2011-05-18,8200,8245,8200,8220,2096,,,,,,,
2011-05-19,8200,8230,8185,8205,540,,,,,,,
2011-05-20,8205,8370,8205,8325,14503,,,,,,,
2011-05-23,8385,8385,8305,8305,2211,,,,,,,
2011-05-24,8315,8330,8270,8330,1478,,,,,,,
2011-05-25,8285,8285,8165,8245,5279,,,,,,,
2011-05-26,8230,8260,8220,8240,17121,,,,,,,
2011-05-27,8240,8280,8200,8200,22934,,,,,,,
2011-05-30,8245,8245,8155,8215,21397,,,,,,,
2011-05-31,8225,8330,8225,8325,53869,,,,,,,
2011-06-01,8325,8355,8250,8355,4100,,,,,,,
2011-06-02,8290,8290,8170,8215,5687,,,,,,,
2011-06-03,8230,8300,8220,8300,2479,,,,,,,
2011-06-07,8280,8350,8220,8340,21667,,,,,,,
2011-06-08,8320,8325,8235,8255,11356,,,,,,,
2011-06-09,8235,8235,8155,8155,25316,,,,,,,
2011-06-10,8285,8290,8155,8210,6047,,,,,,,
2011-06-13,8080,8130,8075,8105,1492,,,,,,,
2011-06-14,8140,8160,8075,8115,10787,,,,,,,
2011-06-15,8090,8155,8030,8155,3265,,,,,,,
2011-06-16,8065,8105,8060,8095,222,,,,,,,
2011-06-17,8095,8220,8090,8170,3340,,,,,,,
2011-06-20,8165,8180,8070,8135,5340,,,,,,,
2011-06-21,8165,8270,8150,8225,42936,,,,,,,
2011-06-22,8260,8310,8235,8250,24722,,,,,,,
2011-06-23,8240,8260,8220,8250,6061,,,,,,,
2011-06-24,8270,8425,8260,8380,24808,,,,,,,
2011-06-27,8305,8335,8245,8310,44140,,,,,,,
2011-06-28,8385,8405,8350,8350,549,,,,,,,
2011-06-29,8355,8400,8350,8360,6735,,,,,,,
2011-06-30,8390,8460,8390,8460,2175,,,,,,,
2011-07-01,8460,8485,8395,8415,538,,,,,,,
2011-07-04,8430,8430,8370,8405,1581,,,,,,,
2011-07-05,8425,8525,8425,8525,34061,,,,,,,
2011-07-06,8515,8535,8470,8535,22008,,,,,,,
2011-07-07,8460,8535,8460,8515,1822,,,,,,,
2011-07-08,8450,8450,8365,8385,4898,,,,,,,
2011-07-11,8405,8445,8345,8445,3951,,,,,,,
2011-07-12,8380,8395,8330,8340,13348,,,,,,,
2011-07-13,8370,8370,8300,8315,3806,,,,,,,
2011-07-14,8345,8345,8195,8260,111406,,,,,,,
2011-07-15,8260,8355,8260,8355,487,,,,,,,
2011-07-18,8320,8350,8320,8335,78,,,,,,,
2011-07-19,8335,8355,8310,8315,13933,,,,,,,
2011-07-20,8350,8430,8325,8410,13242,,,,,,,
2011-07-21,8430,8430,8375,8405,96,,,,,,,
2011-07-22,8470,8475,8425,8425,584,,,,,,,
2011-07-25,8455,8455,8370,8425,13525,,,,,,,
2011-07-26,8485,8515,8455,8510,7986,,,,,,,
2011-07-27,8485,8500,8470,8500,55372,,,,,,,
