Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2018-08-14,12380,12545,12365,12525,15883,,,,,,,
2018-08-16,12300,12540,12165,12510,1007,,,,,,,
2018-08-17,12575,12825,12555,12770,1007,,,,,,,
2018-08-20,12830,12905,12650,12660,1000,,,,,,,
2018-08-21,12745,13165,12700,13090,1007,,,,,,,
2018-08-22,13145,13205,12985,12985,1934,,,,,,,
2018-08-23,13060,13135,12895,13135,1106,,,,,,,
2018-08-24,13060,13355,13010,13315,1000,,,,,,,
2018-08-27,13320,13480,13310,13450,1005,,,,,,,
2018-08-28,13575,13580,13305,13305,3021,,,,,,,
2018-08-29,13340,13435,13285,13435,1000,,,,,,,
2018-08-30,13430,13540,13360,13440,1769,,,,,,,
2018-08-31,13400,13810,13355,13750,1103,,,,,,,
2018-09-03,13735,13800,13635,13745,2130,,,,,,,
2018-09-04,13800,14030,13755,13980,2006,,,,,,,
2018-09-05,13960,14010,13730,13730,1098,,,,,,,
2018-09-06,13715,13810,13610,13655,17087,,,,,,,
2018-09-07,13600,13750,13505,13670,1016,,,,,,,
2018-09-10,13705,13715,13610,13675,1010,,,,,,,
2018-09-11,13645,13830,13645,13800,943899,,,,,,,
2018-09-12,13890,14030,13845,13975,4001,,,,,,,
2018-09-13,14045,14075,13915,14015,3383,,,,,,,
2018-09-14,14080,14220,14005,14185,1070,,,,,,,
2018-09-17,14240,14250,14040,14135,174501,,,,,,,
2018-09-18,14110,14240,14020,14220,1018,,,,,,,
2018-09-19,14260,14270,14085,14200,501,,,,,,,
2018-09-20,14190,14390,13960,14035,3216,,,,,,,
2018-09-21,14115,14130,14000,14130,500,,,,,,,
2018-09-27,14120,14285,14115,14275,614,,,,,,,
2018-09-28,14280,14330,14055,14080,551,,,,,,,
2018-10-01,14120,14125,13885,13970,510,,,,,,,
2018-10-02,13990,14000,13460,13475,12107,,,,,,,
2018-10-04,13535,13600,13255,13420,1189,,,,,,,
2018-10-05,13375,13490,13060,13145,1737,,,,,,,
2018-10-08,13100,13360,12995,12995,1408,,,,,,,
2018-10-10,13010,13065,12700,12765,1247,,,,,,,
2018-10-11,12450,12585,12225,12230,10609,,,,,,,
2018-10-12,12265,12725,12265,12725,719,,,,,,,
2018-10-15,12725,12725,12340,12370,831,,,,,,,
2018-10-16,12530,12640,12440,12570,530,,,,,,,
2018-10-17,12775,12830,12525,12720,507,,,,,,,
2018-10-18,12665,12705,12445,12465,9552,,,,,,,
2018-10-19,12385,12760,12285,12760,4568,,,,,,,
2018-10-22,12640,12840,12540,12825,566,,,,,,,
2018-10-23,12675,12735,12310,12375,610,,,,,,,
2018-10-24,12535,12585,11990,12045,8404,,,,,,,
