Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2020-10-29,9760,9945,9715,9945,139615,,,,,,,
2020-10-30,9925,9925,9650,9670,97824,,,,,,,
2020-11-02,9670,9865,9635,9830,103888,,,,,,,
2020-11-03,9935,10190,9935,10190,139768,,,,,,,
2020-11-04,10350,10605,10105,10540,103130,,,,,,,
2020-11-05,10350,10585,10340,10585,81002,,,,,,,
2020-11-06,10715,10715,10460,10500,134109,,,,,,,
2020-11-09,10550,10595,10500,10585,198582,,,,,,,
2020-11-10,10665,10700,10495,10635,192577,,,,,,,
2020-11-11,10660,10685,10550,10640,206816,,,,,,,
2020-11-12,10670,10670,10500,10550,254397,,,,,,,
2020-11-13,10440,10520,10325,10520,205483,,,,,,,
2020-11-16,10560,10740,10500,10690,187059,,,,,,,
2020-11-17,10780,10780,10580,10615,166048,,,,,,,
2020-11-18,10645,10730,10595,10635,251383,,,,,,,
2020-11-19,10575,10635,10500,10635,206235,,,,,,,
2020-11-20,10685,10945,10660,10935,613858,,,,,,,
2020-11-23,10985,11080,10875,11040,538551,,,,,,,
2020-11-24,11085,11130,10950,11125,510300,,,,,,,
2020-11-25,11200,11200,10830,10930,583279,,,,,,,
2020-11-26,10925,11065,10830,11065,467480,,,,,,,
2020-11-27,11065,11190,11030,11155,583885,,,,,,,
2020-11-30,11190,11280,11115,11115,638912,,,,,,,
2020-12-01,11205,11215,11070,11200,298769,,,,,,,
2020-12-02,11285,11285,11195,11280,357706,,,,,,,
2020-12-03,11285,11290,11170,11215,221655,,,,,,,
2020-12-04,11250,11305,11160,11280,186480,,,,,,,
2020-12-07,11340,11510,11280,11500,847388,,,,,,,
2020-12-08,11580,11580,11350,11385,581208,,,,,,,
2020-12-09,11405,11515,11375,11500,315919,,,,,,,
2020-12-10,11375,11585,11370,11570,457166,,,,,,,
2020-12-11,11620,11620,11505,11590,303241,,,,,,,
2020-12-14,11555,11555,11400,11410,318220,,,,,,,
2020-12-15,11455,11630,11450,11540,383103,,,,,,,
2020-12-16,11630,11715,11525,11700,524895,,,,,,,
2020-12-17,11740,11780,11640,11750,576698,,,,,,,
2020-12-18,11820,11820,11660,11730,484703,,,,,,,
2020-12-21,11740,11740,11535,11700,351913,,,,,,,
2020-12-22,11660,11720,11415,11420,374340,,,,,,,
2020-12-23,11510,11660,11440,11635,292490,,,,,,,
2020-12-24,11620,11850,11620,11825,456691,,,,,,,
2020-12-28,11880,11900,11785,11875,484882,,,,,,,
2020-12-29,11950,12235,11900,12235,1376145,,,,,,,
2020-12-30,12235,12360,12155,12360,739124,,,,,,,
2021-01-04,12450,12585,12325,12585,1136326,,,,,,,
2021-01-05,12490,12590,12305,12590,1083521,,,,,,,
