Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2016-09-12,10190,10240,10170,10240,339,,,,,,,
2016-09-13,10170,10200,10145,10200,25,,,,,,,
2016-09-19,10205,10205,10200,10200,2,,,,,,,
2016-09-20,10200,10200,10145,10145,3,,,,,,,
2016-09-21,10105,10105,10055,10055,1018,,,,,,,
2016-09-22,9965,9965,9915,9920,77,,,,,,,
2016-09-23,9940,9970,9940,9965,412,,,,,,,
2016-09-26,9965,10005,9925,9985,549,,,,,,,
2016-09-27,10040,10060,9900,9910,1746,,,,,,,
2016-09-28,9940,9960,9930,9960,202,,,,,,,
2016-09-29,9905,9905,9860,9860,133,,,,,,,
2016-09-30,9955,9995,9935,9990,27270,,,,,,,
2016-10-04,9955,9955,9910,9935,802,,,,,,,
2016-10-05,10010,10035,9920,9940,752,,,,,,,
2016-10-06,9850,9905,9850,9855,1102,,,,,,,
2016-10-07,9900,9905,9865,9900,1192,,,,,,,
2016-10-10,9955,9975,9870,9880,540466,,,,,,,
2016-10-11,9890,10035,9875,10030,482582,,,,,,,
2016-10-12,10075,10080,10010,10020,592172,,,,,,,
2016-10-13,10025,10140,10015,10125,397810,,,,,,,
2016-10-14,10075,10095,10045,10065,448210,,,,,,,
2016-10-17,10065,10150,10030,10055,553744,,,,,,,
2016-10-18,10055,10055,9975,9980,407798,,,,,,,
2016-10-19,9985,10000,9920,9980,375307,,,,,,,
2016-10-20,9945,9975,9915,9970,401062,,,,,,,
2016-10-21,9945,10020,9945,10005,470234,,,,,,,
2016-10-24,9995,9995,9925,9930,530320,,,,,,,
2016-10-25,9975,9980,9945,9960,513148,,,,,,,
2016-10-26,10025,10130,10020,10090,433422,,,,,,,
2016-10-27,10050,10070,10025,10025,495780,,,,,,,
2016-10-28,10025,10060,10000,10040,380067,,,,,,,
2016-10-31,10050,10085,10015,10060,439807,,,,,,,
2016-11-01,10080,10155,10045,10050,493143,,,,,,,
2016-11-02,10100,10195,10100,10180,412387,,,,,,,
2016-11-03,10215,10225,10145,10165,478453,,,,,,,
2016-11-04,10165,10215,10165,10170,464571,,,,,,,
2016-11-07,10100,10130,10070,10090,574541,,,,,,,
2016-11-08,10025,10120,10025,10075,514017,,,,,,,
2016-11-09,10010,10420,10000,10320,969140,,,,,,,
2016-11-10,10130,10165,10060,10080,534388,,,,,,,
2016-11-11,10130,10195,10120,10175,449226,,,,,,,
2016-11-14,10190,10270,10175,10255,3188,,,,,,,
2016-11-15,10255,10295,10230,10290,2764,,,,,,,
2016-11-16,10270,10275,10225,10260,22722,,,,,,,
2016-11-17,10325,10340,10260,10275,3897,,,,,,,
2016-11-18,10275,10310,10240,10265,26006,,,,,,,
2016-11-21,10310,10320,10260,10300,2185,,,,,,,
2016-11-22,10230,10255,10160,10190,21437,,,,,,,
2016-11-23,10170,10185,10095,10125,4974,,,,,,,
2016-11-24,10110,10215,10110,10190,10708,,,,,,,
2016-11-25,10140,10205,10140,10180,24929,,,,,,,
2016-11-28,10185,10250,10140,10150,47431,,,,,,,
