"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","57.90","57.30","58.42","57.16","73.42K","1.01%"
"2022년 05월 26일","57.32","56.53","58.72","56.53","123.18K","1.70%"
"2022년 05월 25일","56.36","52.06","56.74","52.06","164.09K","9.27%"
"2022년 05월 24일","51.58","52.50","52.50","49.71","142.49K","-2.61%"
"2022년 05월 23일","52.96","54.13","54.13","52.48","117.87K","-1.41%"
"2022년 05월 20일","53.72","54.42","54.58","51.60","134.98K","-0.35%"
"2022년 05월 19일","53.91","55.54","56.42","53.73","144.60K","-3.66%"
"2022년 05월 18일","55.96","58.87","60.00","55.66","100.81K","-6.69%"
"2022년 05월 17일","59.97","59.48","60.70","59.02","54.34K","3.56%"
"2022년 05월 16일","57.91","58.50","59.78","57.59","65.20K","-1.03%"
"2022년 05월 13일","58.51","58.90","59.82","58.08","85.76K","1.58%"
"2022년 05월 12일","57.60","57.65","58.82","56.37","134.09K","-0.07%"
"2022년 05월 11일","57.64","58.77","61.45","57.62","105.98K","-2.49%"
"2022년 05월 10일","59.11","61.90","62.10","55.56","219.77K","-0.49%"
"2022년 05월 09일","59.40","61.52","61.53","58.55","120.39K","-4.38%"
"2022년 05월 06일","62.12","62.50","63.28","61.30","61.00K","-0.50%"
"2022년 05월 05일","62.43","63.94","64.41","61.50","74.53K","-2.73%"
"2022년 05월 04일","64.18","63.94","64.43","61.04","60.71K","0.85%"
"2022년 05월 03일","63.64","64.90","64.90","61.18","69.20K","-1.41%"
"2022년 05월 02일","64.55","61.96","64.75","61.95","71.53K","4.18%"
"2022년 04월 29일","61.96","63.62","64.10","61.23","53.24K","-3.32%"
