"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","162.83","165.17","165.77","158.62","693.63K","-2.32%"
"2022년 05월 23일","166.70","166.31","167.58","161.85","506.75K","1.34%"
"2022년 05월 20일","164.50","169.43","169.79","161.03","698.40K","-1.98%"
"2022년 05월 19일","167.82","166.96","169.25","165.17","555.64K","-0.39%"
"2022년 05월 18일","168.47","175.48","175.90","167.91","547.67K","-5.43%"
"2022년 05월 17일","178.15","176.86","178.40","174.67","411.84K","2.70%"
"2022년 05월 16일","173.47","172.90","175.01","170.58","418.79K","-0.47%"
"2022년 05월 13일","174.29","173.65","177.38","173.36","467.78K","1.07%"
"2022년 05월 12일","172.45","171.20","174.97","168.98","622.97K","0.41%"
"2022년 05월 11일","171.74","172.11","174.51","170.88","658.47K","0.00%"
"2022년 05월 10일","171.74","177.29","178.34","169.15","645.78K","-2.65%"
"2022년 05월 09일","176.41","174.45","179.00","174.41","512.90K","-0.52%"
"2022년 05월 06일","177.34","177.70","178.83","174.76","387.66K","-1.08%"
"2022년 05월 05일","179.27","182.18","183.93","177.34","522.89K","-3.31%"
"2022년 05월 04일","185.41","181.33","185.99","179.87","491.92K","2.34%"
"2022년 05월 03일","181.17","180.47","183.03","179.69","482.98K","1.07%"
"2022년 05월 02일","179.25","181.46","182.37","175.83","679.47K","-0.75%"
"2022년 04월 29일","180.60","184.05","185.39","180.21","752.27K","-1.62%"
"2022년 04월 28일","183.57","181.86","184.24","178.85","723.45K","1.24%"
"2022년 04월 27일","181.33","176.93","183.74","176.26","1.22M","4.08%"
"2022년 04월 26일","174.22","176.27","179.91","171.64","1.13M","3.28%"
"2022년 04월 25일","168.69","166.21","168.80","162.51","808.29K","0.76%"
