"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.770","1.740","1.790","1.740","24.31K","2.31%"
"2022년 05월 26일","1.730","1.710","1.750","1.640","26.79K","1.17%"
"2022년 05월 25일","1.710","1.710","1.750","1.692","13.63K","1.79%"
"2022년 05월 24일","1.680","1.740","1.750","1.660","23.85K","-2.33%"
"2022년 05월 23일","1.720","1.750","1.760","1.700","32.82K","-1.15%"
"2022년 05월 20일","1.740","1.830","1.899","1.720","56.48K","-5.18%"
"2022년 05월 19일","1.835","1.750","1.920","1.750","48.13K","2.51%"
"2022년 05월 18일","1.790","1.860","1.940","1.770","57.84K","-7.01%"
"2022년 05월 17일","1.925","1.900","1.940","1.890","32.03K","2.39%"
"2022년 05월 16일","1.880","1.890","1.920","1.870","24.18K","1.08%"
"2022년 05월 13일","1.860","1.840","1.863","1.770","29.65K","5.08%"
"2022년 05월 12일","1.770","1.770","1.880","1.700","71.29K","3.51%"
"2022년 05월 11일","1.710","1.650","1.790","1.650","56.47K","2.40%"
"2022년 05월 10일","1.670","1.870","1.910","1.600","230.79K","-9.97%"
"2022년 05월 09일","1.855","1.940","1.940","1.840","39.60K","-3.89%"
"2022년 05월 06일","1.930","1.900","1.940","1.850","48.74K","2.66%"
"2022년 05월 05일","1.880","1.920","2.000","1.839","44.92K","-2.13%"
"2022년 05월 04일","1.921","1.930","1.930","1.852","41.27K","0.58%"
"2022년 05월 03일","1.910","1.940","1.940","1.900","33.58K","-1.04%"
"2022년 05월 02일","1.930","1.940","1.980","1.900","33.26K","-1.53%"
"2022년 04월 29일","1.960","1.970","2.000","1.940","26.32K","-1.01%"
