"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","41.95","41.08","42.24","41.08","422.09K","3.40%"
"2022년 05월 26일","40.57","39.76","41.42","39.57","674.19K","3.13%"
"2022년 05월 25일","39.34","39.49","39.66","38.41","348.96K","-0.78%"
"2022년 05월 24일","39.65","39.62","40.14","39.03","553.03K","0.18%"
"2022년 05월 23일","39.58","39.51","40.21","39.09","314.18K","0.71%"
"2022년 05월 20일","39.30","40.14","40.22","37.88","300.96K","-0.33%"
"2022년 05월 19일","39.43","39.97","41.00","39.25","364.10K","-1.87%"
"2022년 05월 18일","40.18","40.42","41.50","39.82","480.17K","-3.11%"
"2022년 05월 17일","41.47","40.23","41.50","40.20","303.70K","5.58%"
"2022년 05월 16일","39.28","38.91","39.96","38.65","219.36K","-0.25%"
"2022년 05월 13일","39.38","38.64","39.82","38.53","286.86K","3.39%"
"2022년 05월 12일","38.09","36.53","38.16","36.44","400.71K","3.56%"
"2022년 05월 11일","36.78","37.75","38.66","36.57","353.01K","-2.96%"
"2022년 05월 10일","37.90","39.10","39.29","37.50","377.00K","-0.84%"
"2022년 05월 09일","38.22","38.30","40.10","37.74","339.36K","-2.87%"
"2022년 05월 06일","39.35","39.16","40.22","38.60","252.02K","-1.11%"
"2022년 05월 05일","39.79","40.42","40.91","38.84","311.03K","-3.70%"
"2022년 05월 04일","41.32","39.19","41.33","38.74","245.20K","5.81%"
"2022년 05월 03일","39.05","39.53","39.84","38.72","291.63K","-1.26%"
"2022년 05월 02일","39.55","37.87","39.55","37.87","376.42K","3.78%"
"2022년 04월 29일","38.11","38.93","39.58","37.90","364.91K","-3.37%"
