"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","163.05","162.88","163.87","161.32","1.69M","0.03%"
"2022년 05월 23일","163.00","163.71","164.85","162.35","1.87M","0.27%"
"2022년 05월 20일","162.56","161.61","162.80","159.01","2.47M","2.48%"
"2022년 05월 19일","158.63","158.14","160.35","156.67","2.96M","-0.14%"
"2022년 05월 18일","158.86","164.80","165.20","158.10","2.60M","-4.55%"
"2022년 05월 17일","166.43","167.84","168.55","165.00","1.86M","0.56%"
"2022년 05월 16일","165.50","164.64","166.21","162.26","2.46M","0.10%"
"2022년 05월 13일","165.33","165.41","168.01","164.22","2.24M","1.38%"
"2022년 05월 12일","163.08","158.34","163.68","158.27","2.37M","1.99%"
"2022년 05월 11일","159.90","161.87","164.11","159.26","3.35M","-1.69%"
"2022년 05월 10일","162.65","163.99","164.75","159.08","2.85M","0.52%"
"2022년 05월 09일","161.81","167.00","168.40","161.10","2.98M","-4.37%"
"2022년 05월 06일","169.21","169.67","171.34","167.52","3.34M","-1.31%"
"2022년 05월 05일","171.45","180.00","180.44","169.48","2.86M","-3.06%"
"2022년 05월 04일","176.86","172.18","177.72","168.00","3.73M","0.98%"
"2022년 05월 03일","175.14","174.68","176.87","173.59","2.14M","0.27%"
"2022년 05월 02일","174.67","176.24","177.24","171.55","3.51M","-1.46%"
"2022년 04월 29일","177.25","180.00","181.86","176.79","2.25M","-2.24%"
"2022년 04월 28일","181.31","179.08","182.22","178.18","2.34M","1.59%"
"2022년 04월 27일","178.47","177.93","180.23","177.06","1.62M","0.85%"
"2022년 04월 26일","176.97","178.96","179.68","176.81","2.45M","-1.85%"
"2022년 04월 25일","180.30","180.69","181.11","176.44","2.10M","-0.91%"
