"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","125.09","124.99","125.68","122.81","640.95K","-0.20%"
"2022년 05월 23일","125.34","123.67","125.93","122.74","555.70K","2.75%"
"2022년 05월 20일","121.98","123.42","124.08","120.26","813.85K","-0.56%"
"2022년 05월 19일","122.67","122.99","124.29","119.98","670.32K","-1.71%"
"2022년 05월 18일","124.81","126.48","126.53","124.34","423.33K","-1.70%"
"2022년 05월 17일","126.97","127.26","127.90","125.87","467.80K","0.68%"
"2022년 05월 16일","126.11","126.07","127.01","125.02","438.28K","-0.10%"
"2022년 05월 13일","126.23","125.09","126.50","124.65","504.51K","1.13%"
"2022년 05월 12일","124.82","124.99","125.35","122.74","880.33K","-0.26%"
"2022년 05월 11일","125.15","125.24","126.79","124.67","599.19K","0.12%"
"2022년 05월 10일","125.00","126.29","127.21","123.91","860.41K","-0.02%"
"2022년 05월 09일","125.02","125.16","126.12","124.10","737.88K","-1.14%"
"2022년 05월 06일","126.46","125.51","126.98","124.23","533.84K","0.48%"
"2022년 05월 05일","125.85","126.00","127.01","124.06","691.13K","-1.17%"
"2022년 05월 04일","127.34","122.17","127.39","121.83","744.20K","4.23%"
"2022년 05월 03일","122.17","121.58","123.68","121.47","768.66K","1.18%"
"2022년 05월 02일","120.75","123.07","124.40","118.70","1.09M","-1.56%"
"2022년 04월 29일","122.66","133.92","133.92","122.25","2.47M","-9.81%"
"2022년 04월 28일","136.00","135.21","136.54","133.62","670.80K","0.73%"
"2022년 04월 27일","135.01","134.46","136.45","133.52","591.38K","0.73%"
"2022년 04월 26일","134.03","134.62","136.71","133.83","672.70K","-1.51%"
"2022년 04월 25일","136.08","136.55","136.55","132.84","824.34K","-0.42%"
