"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","17.49","17.64","17.81","17.45","180.98K","0.06%"
"2022년 05월 26일","17.48","17.62","18.24","17.43","376.92K","-0.79%"
"2022년 05월 25일","17.62","17.23","17.82","17.23","331.94K","2.03%"
"2022년 05월 24일","17.27","17.20","17.38","17.03","481.98K","0.17%"
"2022년 05월 23일","17.24","17.19","17.50","17.12","300.02K","1.53%"
"2022년 05월 20일","16.98","16.63","17.06","16.35","932.34K","2.78%"
"2022년 05월 19일","16.52","16.11","16.92","16.00","649.46K","1.47%"
"2022년 05월 18일","16.28","17.76","17.76","16.23","535.54K","-8.59%"
"2022년 05월 17일","17.81","17.72","17.95","17.59","466.76K","2.24%"
"2022년 05월 16일","17.42","17.93","17.94","17.33","367.74K","-3.11%"
"2022년 05월 13일","17.98","17.87","18.30","17.63","620.60K","0.22%"
"2022년 05월 12일","17.94","17.99","18.23","17.54","349.38K","-0.39%"
"2022년 05월 11일","18.01","18.12","18.43","17.84","336.00K","-0.55%"
"2022년 05월 10일","18.11","18.59","18.72","17.74","339.12K","-2.27%"
"2022년 05월 09일","18.53","18.04","18.60","18.04","442.67K","1.53%"
"2022년 05월 06일","18.25","18.48","18.84","18.06","299.07K","-1.51%"
"2022년 05월 05일","18.53","18.66","18.89","18.26","371.50K","-1.80%"
"2022년 05월 04일","18.87","18.13","18.92","17.88","508.58K","5.71%"
"2022년 05월 03일","17.85","17.83","17.95","17.47","490.46K","0.28%"
"2022년 05월 02일","17.80","17.46","17.86","17.34","531.08K","2.42%"
"2022년 04월 29일","17.38","17.67","17.89","17.27","406.76K","-2.19%"
