"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","14.99","15.10","15.22","14.95","185.53K","-0.53%"
"2022년 05월 26일","15.07","14.93","15.16","14.89","206.29K","1.41%"
"2022년 05월 25일","14.86","14.62","14.97","14.52","246.08K","1.57%"
"2022년 05월 24일","14.63","14.41","14.63","14.23","275.30K","0.76%"
"2022년 05월 23일","14.52","14.13","14.53","14.13","228.64K","4.16%"
"2022년 05월 20일","13.94","13.85","14.10","13.78","153.57K","0.72%"
"2022년 05월 19일","13.84","13.81","13.96","13.72","141.78K","-1.21%"
"2022년 05월 18일","14.01","14.18","14.25","13.92","115.86K","-2.23%"
"2022년 05월 17일","14.33","14.06","14.34","14.05","132.31K","3.39%"
"2022년 05월 16일","13.86","13.76","14.02","13.75","136.38K","0.22%"
"2022년 05월 13일","13.83","13.85","14.05","13.71","193.27K","-0.07%"
"2022년 05월 12일","13.84","13.81","13.87","13.62","137.51K","-0.57%"
"2022년 05월 11일","13.92","14.00","14.21","13.88","118.17K","-0.29%"
"2022년 05월 10일","13.96","14.04","14.47","13.80","134.90K","0.22%"
"2022년 05월 09일","13.93","14.08","14.11","13.85","128.88K","-1.62%"
"2022년 05월 06일","14.16","14.26","14.44","14.01","155.25K","-0.70%"
"2022년 05월 05일","14.26","14.50","14.50","14.07","168.69K","-1.99%"
"2022년 05월 04일","14.55","14.44","14.61","14.21","102.59K","1.18%"
"2022년 05월 03일","14.38","14.18","14.47","14.07","139.44K","0.84%"
"2022년 05월 02일","14.26","13.98","14.29","13.94","221.79K","3.56%"
"2022년 04월 29일","13.77","14.09","14.33","13.74","205.72K","-1.78%"
