"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","12.140","10.840","12.150","10.840","679.29K","12.72%"
"2022년 05월 26일","10.770","10.790","10.990","10.620","135.43K","0.09%"
"2022년 05월 25일","10.760","10.040","11.240","10.040","305.78K","6.22%"
"2022년 05월 24일","10.130","10.180","10.500","9.560","314.79K","0.50%"
"2022년 05월 23일","10.080","10.330","10.610","9.940","252.52K","0.30%"
"2022년 05월 20일","10.050","10.960","10.960","9.633","456.73K","-4.65%"
"2022년 05월 19일","10.540","10.610","11.109","10.410","216.02K","1.44%"
"2022년 05월 18일","10.390","11.210","11.850","10.270","809.71K","-7.97%"
"2022년 05월 17일","11.290","11.430","11.500","10.450","785.90K","0.27%"
"2022년 05월 16일","11.260","9.290","11.750","9.211","1.84M","19.79%"
"2022년 05월 13일","9.400","8.560","9.470","8.480","244.63K","10.72%"
"2022년 05월 12일","8.490","9.070","9.070","8.300","546.29K","-8.32%"
"2022년 05월 11일","9.260","9.500","9.930","9.181","223.26K","-3.24%"
"2022년 05월 10일","9.570","9.760","9.990","9.257","367.63K","1.38%"
"2022년 05월 09일","9.440","9.480","9.900","9.260","365.56K","-2.88%"
"2022년 05월 06일","9.720","8.800","9.750","8.480","438.79K","9.21%"
"2022년 05월 05일","8.900","8.390","9.090","8.310","554.07K","5.45%"
"2022년 05월 04일","8.440","8.520","8.720","8.290","306.87K","-0.82%"
"2022년 05월 03일","8.510","8.630","8.880","8.190","294.80K","-1.73%"
"2022년 05월 02일","8.660","8.000","8.770","8.000","498.93K","7.05%"
"2022년 04월 29일","8.090","7.840","8.250","7.780","208.06K","2.93%"
