"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","18.67","18.56","18.71","18.49","27.26K","0.65%"
"2022년 05월 26일","18.55","18.37","18.70","18.37","38.56K","0.87%"
"2022년 05월 25일","18.39","18.47","18.67","18.37","31.30K","-0.22%"
"2022년 05월 24일","18.43","18.21","18.49","17.75","44.77K","1.10%"
"2022년 05월 23일","18.23","18.40","18.60","18.17","56.07K","0.77%"
"2022년 05월 20일","18.09","17.96","18.16","17.67","34.79K","1.52%"
"2022년 05월 19일","17.82","18.04","18.29","17.74","60.71K","-2.46%"
"2022년 05월 18일","18.27","18.64","18.74","18.07","40.81K","-2.87%"
"2022년 05월 17일","18.81","18.65","18.91","18.62","80.05K","2.51%"
"2022년 05월 16일","18.35","18.26","18.50","18.18","54.56K","0.82%"
"2022년 05월 13일","18.20","18.42","18.56","18.15","52.93K","-0.93%"
"2022년 05월 12일","18.37","18.46","18.53","18.06","61.94K","-0.38%"
"2022년 05월 11일","18.44","18.14","18.72","18.14","70.75K","1.60%"
"2022년 05월 10일","18.15","18.63","18.72","18.01","71.80K","-2.10%"
"2022년 05월 09일","18.54","17.98","18.69","17.88","80.25K","3.11%"
"2022년 05월 06일","17.98","17.99","18.08","17.74","57.79K","-0.11%"
"2022년 05월 05일","18.00","18.06","18.26","17.74","63.55K","-0.72%"
"2022년 05월 04일","18.13","17.96","18.18","17.74","75.39K","1.17%"
"2022년 05월 03일","17.92","17.63","18.03","17.38","82.93K","2.58%"
"2022년 05월 02일","17.47","17.36","18.21","16.87","154.96K","4.11%"
"2022년 04월 29일","16.78","16.76","17.30","16.51","166.88K","-9.49%"
