"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","31.30","30.30","31.58","30.23","1.17M","3.27%"
"2022년 05월 26일","30.31","28.91","30.50","28.76","1.03M","3.84%"
"2022년 05월 25일","29.19","30.20","30.33","28.14","1.41M","-4.67%"
"2022년 05월 24일","30.62","28.31","30.82","27.12","1.94M","5.08%"
"2022년 05월 23일","29.14","29.53","29.53","28.15","894.07K","-0.85%"
"2022년 05월 20일","29.39","29.17","29.54","27.97","1.02M","2.19%"
"2022년 05월 19일","28.76","27.24","29.18","27.13","898.46K","5.50%"
"2022년 05월 18일","27.26","26.16","28.00","26.07","972.31K","2.10%"
"2022년 05월 17일","26.70","25.02","26.73","25.02","1.04M","10.19%"
"2022년 05월 16일","24.23","24.08","24.56","23.35","802.26K","-0.45%"
"2022년 05월 13일","24.34","23.60","24.64","23.29","806.57K","7.99%"
"2022년 05월 12일","22.54","22.92","23.87","22.15","1.46M","-3.26%"
"2022년 05월 11일","23.30","25.47","25.77","23.20","1.27M","-9.62%"
"2022년 05월 10일","25.78","26.44","26.84","25.01","805.77K","0.35%"
"2022년 05월 09일","25.69","27.51","27.65","25.45","839.96K","-8.64%"
"2022년 05월 06일","28.12","29.20","29.20","27.79","509.74K","-3.90%"
"2022년 05월 05일","29.26","29.97","30.10","28.46","409.36K","-4.10%"
"2022년 05월 04일","30.51","29.20","30.60","28.61","696.75K","5.53%"
"2022년 05월 03일","28.91","27.73","29.15","27.50","668.99K","3.96%"
"2022년 05월 02일","27.81","27.21","27.86","26.83","434.91K","1.05%"
"2022년 04월 29일","27.52","28.11","28.96","27.44","523.57K","-1.92%"
