"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","148.47","148.42","149.10","144.13","1.32M","0.07%"
"2022년 05월 23일","148.36","147.28","148.62","146.14","951.17K","1.92%"
"2022년 05월 20일","145.57","145.83","146.66","143.23","2.04M","0.36%"
"2022년 05월 19일","145.05","144.07","145.46","142.36","940.31K","0.53%"
"2022년 05월 18일","144.28","146.45","147.58","143.92","676.14K","-1.45%"
"2022년 05월 17일","146.41","146.73","146.73","143.92","662.81K","0.30%"
"2022년 05월 16일","145.97","146.34","148.07","145.70","775.16K","-0.35%"
"2022년 05월 13일","146.48","147.23","147.88","145.12","710.82K","0.45%"
"2022년 05월 12일","145.82","144.24","146.23","143.74","1.16M","1.24%"
"2022년 05월 11일","144.04","143.64","146.22","143.14","1.00M","0.34%"
"2022년 05월 10일","143.55","146.01","148.12","142.63","1.07M","-1.54%"
"2022년 05월 09일","145.79","147.28","147.94","144.94","953.94K","-2.16%"
"2022년 05월 06일","149.01","146.83","149.64","146.64","1.11M","0.44%"
"2022년 05월 05일","148.36","151.55","152.37","147.11","693.53K","-2.71%"
"2022년 05월 04일","152.50","149.99","152.77","148.95","852.38K","1.92%"
"2022년 05월 03일","149.62","149.38","153.02","149.21","1.10M","0.53%"
"2022년 05월 02일","148.83","154.84","154.93","147.56","1.35M","-3.41%"
"2022년 04월 29일","154.08","159.18","159.89","153.73","1.36M","-4.11%"
"2022년 04월 28일","160.68","156.38","161.33","155.77","786.46K","2.84%"
"2022년 04월 27일","156.24","157.40","159.04","156.02","921.00K","-1.28%"
"2022년 04월 26일","158.26","160.10","161.52","157.94","725.96K","-1.59%"
"2022년 04월 25일","160.81","164.80","164.83","158.23","820.27K","-2.06%"
