"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","11.62","11.58","11.80","11.52","48.18K","0.00%"
"2022년 05월 26일","11.62","11.59","11.74","11.40","86.15K","0.00%"
"2022년 05월 25일","11.62","11.28","11.74","11.28","79.20K","3.11%"
"2022년 05월 24일","11.27","11.17","11.29","11.07","52.28K","0.54%"
"2022년 05월 23일","11.21","11.13","11.27","11.00","72.32K","1.36%"
"2022년 05월 20일","11.06","11.12","11.15","10.96","123.10K","0.09%"
"2022년 05월 19일","11.05","10.96","11.23","10.90","108.38K","0.91%"
"2022년 05월 18일","10.95","10.91","10.95","10.79","78.65K","-0.99%"
"2022년 05월 17일","11.06","11.02","11.13","10.81","48.72K","1.19%"
"2022년 05월 16일","10.93","10.90","11.15","10.83","91.30K","-0.73%"
"2022년 05월 13일","11.01","10.86","11.10","10.84","52.46K","1.47%"
"2022년 05월 12일","10.85","10.78","11.15","10.52","76.09K","1.93%"
"2022년 05월 11일","10.65","10.94","11.26","10.53","89.41K","-2.52%"
"2022년 05월 10일","10.92","10.90","11.15","10.75","132.73K","1.02%"
"2022년 05월 09일","10.81","10.59","10.89","10.44","92.51K","1.41%"
"2022년 05월 06일","10.66","10.81","10.82","10.52","88.60K","-2.20%"
"2022년 05월 05일","10.90","11.18","11.30","10.80","88.20K","-3.54%"
"2022년 05월 04일","11.30","11.27","11.50","11.06","138.93K","1.16%"
"2022년 05월 03일","11.17","11.73","11.91","10.72","276.61K","-4.94%"
"2022년 05월 02일","11.75","12.00","12.40","11.66","95.53K","-1.59%"
"2022년 04월 29일","11.94","12.24","12.24","11.91","87.76K","-1.73%"
