"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","2.800","2.770","2.805","2.720","7.70K","2.37%"
"2022년 05월 26일","2.735","2.730","2.760","2.726","7.75K","-0.55%"
"2022년 05월 25일","2.750","2.690","2.750","2.690","2.30K","2.23%"
"2022년 05월 24일","2.690","2.730","2.730","2.650","2.80K","-1.10%"
"2022년 05월 23일","2.720","2.700","2.750","2.627","6.00K","3.03%"
"2022년 05월 20일","2.640","2.740","2.740","2.621","10.93K","-3.65%"
"2022년 05월 19일","2.740","2.760","2.760","2.630","12.73K","-1.44%"
"2022년 05월 18일","2.780","2.700","2.780","2.660","14.07K","1.09%"
"2022년 05월 17일","2.750","2.660","2.770","2.520","9.57K","3.77%"
"2022년 05월 16일","2.650","2.669","2.750","2.650","14.65K","-0.75%"
"2022년 05월 13일","2.670","2.560","2.670","2.540","2.65K","4.71%"
"2022년 05월 12일","2.550","2.640","2.640","2.550","7.49K","-1.16%"
"2022년 05월 11일","2.580","2.660","2.730","2.580","3.06K","-2.30%"
"2022년 05월 10일","2.641","2.690","2.725","2.630","5.65K","-1.83%"
"2022년 05월 09일","2.690","2.670","2.739","2.630","9.27K","0.75%"
"2022년 05월 06일","2.670","2.650","2.830","2.630","24.23K","-0.74%"
"2022년 05월 05일","2.690","2.758","2.760","2.650","22.02K","-7.24%"
"2022년 05월 04일","2.900","2.680","2.930","2.680","15.99K","8.61%"
"2022년 05월 03일","2.670","2.690","2.770","2.670","8.72K","-1.48%"
"2022년 05월 02일","2.710","2.800","2.800","2.710","5.37K","-3.21%"
