"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","64.05","64.50","65.00","63.44","17.94K","-0.20%"
"2022년 05월 26일","64.18","62.33","65.31","62.33","22.91K","3.03%"
"2022년 05월 25일","62.29","60.50","62.56","60.50","25.80K","3.76%"
"2022년 05월 24일","60.03","60.02","60.65","56.75","42.97K","-0.28%"
"2022년 05월 23일","60.20","61.48","61.48","59.78","22.77K","-0.56%"
"2022년 05월 20일","60.54","62.29","62.98","59.27","26.94K","-1.69%"
"2022년 05월 19일","61.58","62.53","62.63","61.01","50.54K","-1.90%"
"2022년 05월 18일","62.77","64.00","64.00","62.26","29.49K","-3.43%"
"2022년 05월 17일","65.00","65.43","66.92","64.68","18.66K","1.23%"
"2022년 05월 16일","64.21","64.97","65.51","63.63","33.38K","-1.17%"
"2022년 05월 13일","64.97","65.65","66.55","64.62","26.85K","0.08%"
"2022년 05월 12일","64.92","61.08","66.00","61.08","51.82K","5.78%"
"2022년 05월 11일","61.37","62.70","63.63","61.14","32.18K","-1.65%"
"2022년 05월 10일","62.40","63.75","63.75","60.77","62.31K","-2.12%"
"2022년 05월 09일","63.75","59.70","64.28","54.55","239.97K","-15.23%"
"2022년 05월 06일","75.20","75.87","76.17","73.38","28.77K","-0.88%"
"2022년 05월 05일","75.87","77.55","77.57","75.00","27.31K","-4.16%"
"2022년 05월 04일","79.16","77.40","79.16","76.73","21.65K","2.41%"
"2022년 05월 03일","77.30","77.57","78.18","76.67","27.82K","-0.35%"
"2022년 05월 02일","77.57","75.03","78.47","75.03","25.04K","1.43%"
"2022년 04월 29일","76.48","77.76","78.42","75.87","42.51K","-0.87%"
