"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.330","1.300","1.380","1.290","118.80K","3.10%"
"2022년 05월 26일","1.290","1.250","1.400","1.244","161.20K","2.38%"
"2022년 05월 25일","1.260","1.180","1.290","1.180","56.16K","6.78%"
"2022년 05월 24일","1.180","1.200","1.210","1.160","30.32K","-2.48%"
"2022년 05월 23일","1.210","1.170","1.230","1.150","75.09K","3.42%"
"2022년 05월 20일","1.170","1.190","1.240","1.100","81.75K","-1.68%"
"2022년 05월 19일","1.190","1.150","1.220","1.140","82.21K","4.39%"
"2022년 05월 18일","1.140","1.190","1.220","1.130","109.16K","-4.20%"
"2022년 05월 17일","1.190","1.190","1.212","1.170","69.57K","0.85%"
"2022년 05월 16일","1.180","1.170","1.220","1.160","58.99K","-2.48%"
"2022년 05월 13일","1.210","1.130","1.240","1.110","90.47K","5.22%"
"2022년 05월 12일","1.150","1.110","1.200","1.020","146.77K","2.68%"
"2022년 05월 11일","1.120","1.210","1.240","1.110","117.18K","-8.94%"
"2022년 05월 10일","1.230","1.270","1.270","1.200","97.30K","-1.60%"
"2022년 05월 09일","1.250","1.300","1.330","1.240","167.31K","-6.72%"
"2022년 05월 06일","1.340","1.360","1.390","1.330","53.54K","-1.47%"
"2022년 05월 05일","1.360","1.430","1.462","1.330","64.90K","-3.55%"
"2022년 05월 04일","1.410","1.340","1.450","1.330","75.01K","5.22%"
"2022년 05월 03일","1.340","1.340","1.400","1.320","71.68K","0.00%"
"2022년 05월 02일","1.340","1.270","1.360","1.240","86.84K","3.88%"
"2022년 04월 29일","1.290","1.240","1.300","1.230","47.75K","4.03%"
