"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","38.68","38.50","40.17","38.46","17.19K","0.47%"
"2022년 05월 26일","38.50","37.47","39.40","37.47","6.96K","1.53%"
"2022년 05월 25일","37.92","37.62","39.24","37.47","18.02K","0.90%"
"2022년 05월 24일","37.58","37.05","37.67","36.87","5.86K","-1.96%"
"2022년 05월 23일","38.33","37.58","38.79","37.02","18.47K","2.76%"
"2022년 05월 20일","37.30","39.09","39.09","36.77","19.73K","-2.61%"
"2022년 05월 19일","38.30","38.74","39.27","38.23","10.82K","-0.21%"
"2022년 05월 18일","38.38","40.34","40.34","38.30","10.81K","-2.66%"
"2022년 05월 17일","39.43","39.89","40.79","39.03","27.97K","1.73%"
"2022년 05월 16일","38.76","38.72","39.46","38.36","9.80K","-3.46%"
"2022년 05월 13일","40.15","40.50","40.78","40.11","4.45K","1.13%"
"2022년 05월 12일","39.70","40.05","41.74","39.43","13.42K","-0.73%"
"2022년 05월 11일","39.99","46.45","46.45","39.74","13.07K","-6.50%"
"2022년 05월 10일","42.77","46.42","47.99","42.17","66.23K","-8.38%"
"2022년 05월 09일","46.68","42.08","46.92","42.08","9.56K","15.49%"
"2022년 05월 06일","40.42","41.02","41.21","39.81","18.06K","-1.77%"
"2022년 05월 05일","41.15","40.44","41.47","38.99","25.59K","1.18%"
"2022년 05월 04일","40.67","39.27","40.74","37.96","10.38K","3.49%"
"2022년 05월 03일","39.30","39.12","39.40","37.99","21.38K","1.71%"
"2022년 05월 02일","38.64","39.01","39.58","37.87","40.19K","1.71%"
