"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","13.64","13.77","13.86","13.43","160.50K","-0.73%"
"2022년 05월 26일","13.74","14.02","14.93","13.68","168.25K","0.88%"
"2022년 05월 25일","13.62","13.01","14.00","13.01","198.43K","3.65%"
"2022년 05월 24일","13.14","13.49","13.66","13.01","238.17K","-4.23%"
"2022년 05월 23일","13.72","13.43","13.74","13.29","262.80K","2.77%"
"2022년 05월 20일","13.35","13.21","13.55","12.91","278.36K","2.53%"
"2022년 05월 19일","13.02","12.90","13.39","12.82","271.86K","-0.38%"
"2022년 05월 18일","13.07","13.43","13.89","12.93","288.64K","-6.38%"
"2022년 05월 17일","13.96","13.69","14.09","13.50","129.70K","3.03%"
"2022년 05월 16일","13.55","12.56","13.71","12.56","330.57K","5.04%"
"2022년 05월 13일","12.90","12.35","12.98","12.35","333.97K","5.39%"
"2022년 05월 12일","12.24","11.63","12.59","11.39","239.62K","5.06%"
"2022년 05월 11일","11.65","12.66","12.88","11.58","389.64K","-8.41%"
"2022년 05월 10일","12.72","13.01","13.19","12.50","344.05K","0.87%"
"2022년 05월 09일","12.61","12.47","12.73","12.01","188.48K","-1.79%"
"2022년 05월 06일","12.84","14.59","14.59","12.61","265.71K","-11.08%"
"2022년 05월 05일","14.44","15.00","15.14","14.03","229.02K","-2.30%"
"2022년 05월 04일","14.78","14.70","14.93","14.13","301.31K","0.68%"
"2022년 05월 03일","14.68","15.00","15.31","14.58","124.48K","-1.81%"
"2022년 05월 02일","14.95","14.50","15.03","14.36","209.23K","3.68%"
"2022년 04월 29일","14.42","15.17","15.21","14.30","165.75K","-6.00%"
