"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","68.67","69.04","69.49","67.09","1.55M","-1.52%"
"2022년 05월 23일","69.73","69.42","70.26","68.11","2.25M","3.35%"
"2022년 05월 20일","67.47","66.82","67.53","65.79","3.90M","2.29%"
"2022년 05월 19일","65.96","65.53","66.80","65.41","3.17M","-1.51%"
"2022년 05월 18일","66.97","68.97","69.01","66.65","2.90M","-3.86%"
"2022년 05월 17일","69.66","70.04","70.89","69.19","4.00M","1.98%"
"2022년 05월 16일","68.31","68.86","69.18","67.44","1.64M","-1.30%"
"2022년 05월 13일","69.21","68.61","69.97","68.46","2.09M","2.35%"
"2022년 05월 12일","67.62","66.00","68.83","65.80","3.41M","1.98%"
"2022년 05월 11일","66.31","68.20","69.20","66.25","3.50M","-2.07%"
"2022년 05월 10일","67.71","70.21","70.39","66.58","2.61M","-2.22%"
"2022년 05월 09일","69.25","68.90","70.11","68.04","2.84M","-1.25%"
"2022년 05월 06일","70.13","71.08","71.27","68.99","1.97M","-1.53%"
"2022년 05월 05일","71.22","71.28","71.73","69.76","2.61M","-2.12%"
"2022년 05월 04일","72.76","69.74","73.07","69.70","1.99M","4.08%"
"2022년 05월 03일","69.91","69.04","70.71","68.69","2.71M","1.94%"
"2022년 05월 02일","68.58","67.20","68.81","66.61","2.69M","2.40%"
"2022년 04월 29일","66.97","68.79","69.81","66.75","3.60M","-2.72%"
"2022년 04월 28일","68.84","68.36","69.19","66.82","2.48M","2.96%"
"2022년 04월 27일","66.86","67.37","67.97","66.47","3.95M","-1.28%"
"2022년 04월 26일","67.73","70.15","71.11","67.73","3.23M","-4.54%"
"2022년 04월 25일","70.95","70.05","71.13","68.30","3.93M","0.11%"
