"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","16.89","16.57","16.92","15.87","3.64K","2.67%"
"2022년 05월 26일","16.45","17.00","17.05","16.45","8.94K","-0.96%"
"2022년 05월 25일","16.61","16.66","16.90","16.61","5.37K","-1.37%"
"2022년 05월 24일","16.84","16.82","16.84","16.46","3.89K","-2.57%"
"2022년 05월 23일","17.28","16.74","17.28","16.70","6.34K","5.65%"
"2022년 05월 20일","16.36","16.93","16.95","16.34","4.91K","-4.61%"
"2022년 05월 19일","17.15","16.90","17.15","16.85","2.09K","0.06%"
"2022년 05월 18일","17.14","16.90","17.22","16.90","4.40K","-2.11%"
"2022년 05월 17일","17.51","17.20","17.91","16.51","17.34K","6.12%"
"2022년 05월 16일","16.50","16.94","16.94","16.36","6.85K","0.21%"
"2022년 05월 13일","16.47","16.48","16.48","15.91","9.26K","-0.33%"
"2022년 05월 12일","16.52","16.25","16.52","16.07","5.86K","1.85%"
"2022년 05월 11일","16.22","16.53","16.53","15.92","2.50K","-1.87%"
"2022년 05월 10일","16.53","16.92","16.92","16.53","0.74K","0.06%"
"2022년 05월 09일","16.52","17.37","17.37","16.24","6.03K","-6.24%"
"2022년 05월 06일","17.62","18.01","18.25","17.60","4.81K","-2.54%"
"2022년 05월 05일","18.08","18.03","18.09","17.99","1.56K","0.95%"
"2022년 05월 04일","17.91","17.89","18.05","17.89","1.85K","-0.72%"
"2022년 05월 03일","18.04","17.70","18.39","17.70","4.22K","1.63%"
"2022년 05월 02일","17.75","17.85","18.44","17.75","3.22K","-1.39%"
"2022년 04월 29일","18.00","17.99","18.05","17.42","4.43K","0.00%"
