"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","20.43","20.67","20.74","19.99","6.86M","-1.40%"
"2022년 05월 23일","20.72","20.63","21.17","20.35","7.82M","2.83%"
"2022년 05월 20일","20.15","20.22","20.37","19.58","7.96M","0.65%"
"2022년 05월 19일","20.02","19.73","20.20","19.70","8.68M","0.45%"
"2022년 05월 18일","19.93","20.41","20.53","19.75","6.45M","-3.44%"
"2022년 05월 17일","20.64","20.17","20.73","20.14","6.16M","4.67%"
"2022년 05월 16일","19.72","19.85","19.99","19.36","5.87M","-0.80%"
"2022년 05월 13일","19.88","20.04","20.17","19.67","6.21M","0.30%"
"2022년 05월 12일","19.82","19.90","20.10","19.33","9.42M","-1.00%"
"2022년 05월 11일","20.02","20.26","20.88","20.01","7.49M","-0.84%"
"2022년 05월 10일","20.19","20.75","20.89","19.70","11.01M","-1.85%"
"2022년 05월 09일","20.57","20.81","21.09","20.47","13.18M","-2.60%"
"2022년 05월 06일","21.12","21.40","21.45","20.81","10.54M","-1.54%"
"2022년 05월 05일","21.45","21.68","21.80","21.00","7.21M","-2.72%"
"2022년 05월 04일","22.05","21.57","22.13","21.25","7.90M","2.32%"
"2022년 05월 03일","21.55","21.25","21.75","21.14","7.28M","2.33%"
"2022년 05월 02일","21.06","21.07","21.19","20.54","12.51M","1.64%"
"2022년 04월 29일","20.72","21.25","21.51","20.68","11.86M","-2.91%"
"2022년 04월 28일","21.34","21.50","21.58","20.87","9.26M","0.33%"
"2022년 04월 27일","21.27","20.98","21.54","20.91","11.63M","1.19%"
"2022년 04월 26일","21.02","21.36","21.53","20.95","12.94M","-2.69%"
"2022년 04월 25일","21.60","21.16","21.61","20.68","13.28M","1.08%"
