"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","258.52","249.49","259.30","248.69","2.16M","3.65%"
"2022년 05월 23일","249.42","245.59","249.72","243.54","1.68M","2.10%"
"2022년 05월 20일","244.28","235.45","245.17","234.30","2.85M","4.73%"
"2022년 05월 19일","233.25","230.00","236.19","229.21","1.83M","1.14%"
"2022년 05월 18일","230.63","232.57","233.30","229.51","1.62M","-1.02%"
"2022년 05월 17일","233.00","233.20","233.63","229.40","1.72M","1.21%"
"2022년 05월 16일","230.22","232.61","234.89","230.03","1.20M","-1.05%"
"2022년 05월 13일","232.66","227.18","232.89","226.18","2.23M","3.18%"
"2022년 05월 12일","225.50","224.67","226.57","222.02","2.19M","0.35%"
"2022년 05월 11일","224.72","226.45","229.38","223.93","2.09M","-0.01%"
"2022년 05월 10일","224.75","232.63","234.14","222.33","2.40M","-2.74%"
"2022년 05월 09일","231.09","242.13","242.13","229.96","2.42M","-5.32%"
"2022년 05월 06일","244.07","239.25","245.12","238.80","1.84M","1.07%"
"2022년 05월 05일","241.48","244.98","246.47","239.70","1.38M","-1.69%"
"2022년 05월 04일","245.64","240.63","246.04","238.67","1.09M","1.92%"
"2022년 05월 03일","241.01","236.95","243.00","235.32","1.37M","1.71%"
"2022년 05월 02일","236.95","241.38","245.27","232.73","1.91M","-1.69%"
"2022년 04월 29일","241.02","250.31","251.31","240.68","2.15M","-4.43%"
"2022년 04월 28일","252.18","252.62","253.86","245.21","2.42M","-0.26%"
"2022년 04월 27일","252.85","256.01","258.00","251.55","2.05M","-0.77%"
"2022년 04월 26일","254.82","261.21","261.21","254.45","1.88M","-1.81%"
"2022년 04월 25일","259.52","262.10","263.00","255.11","1.65M","-0.91%"
