"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","74.94","74.22","75.03","74.01","31.86K","1.70%"
"2022년 05월 26일","73.69","72.75","74.47","72.75","33.76K","1.94%"
"2022년 05월 25일","72.29","72.05","72.97","71.20","47.13K","0.08%"
"2022년 05월 24일","72.23","71.38","72.56","69.95","37.28K","0.64%"
"2022년 05월 23일","71.77","72.91","73.00","71.58","54.82K","-0.06%"
"2022년 05월 20일","71.81","73.12","73.12","71.00","48.13K","-1.09%"
"2022년 05월 19일","72.60","71.58","73.16","71.58","62.83K","0.79%"
"2022년 05월 18일","72.03","73.55","73.93","71.88","83.46K","-2.28%"
"2022년 05월 17일","73.71","71.70","73.71","71.70","45.96K","4.35%"
"2022년 05월 16일","70.64","70.32","71.25","69.16","39.97K","-0.54%"
"2022년 05월 13일","71.02","70.66","72.60","70.48","40.07K","1.24%"
"2022년 05월 12일","70.15","71.92","71.92","68.94","30.43K","-2.04%"
"2022년 05월 11일","71.61","70.88","73.36","70.80","46.32K","1.27%"
"2022년 05월 10일","70.71","73.35","74.35","69.07","67.64K","-3.06%"
"2022년 05월 09일","72.94","72.07","73.01","71.19","78.20K","1.07%"
"2022년 05월 06일","72.17","75.56","75.75","72.11","58.63K","-3.99%"
"2022년 05월 05일","75.17","73.00","77.00","72.49","156.86K","6.73%"
"2022년 05월 04일","70.43","69.29","70.43","68.27","45.66K","1.82%"
"2022년 05월 03일","69.17","68.03","69.36","67.85","51.69K","1.27%"
"2022년 05월 02일","68.30","67.55","69.14","67.02","62.14K","0.77%"
"2022년 04월 29일","67.78","68.94","69.27","67.52","55.24K","-2.26%"
