"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","9.650","9.750","9.870","9.300","670.21K","-0.52%"
"2022년 05월 26일","9.700","9.510","10.040","9.470","1.19M","1.89%"
"2022년 05월 25일","9.520","9.070","9.620","9.000","618.61K","4.73%"
"2022년 05월 24일","9.090","9.620","9.620","8.860","960.89K","-6.96%"
"2022년 05월 23일","9.770","9.290","9.860","9.020","943.48K","7.36%"
"2022년 05월 20일","9.100","9.700","9.720","8.900","691.30K","-5.21%"
"2022년 05월 19일","9.600","9.300","9.730","9.130","691.63K","0.52%"
"2022년 05월 18일","9.550","9.680","9.730","9.280","775.90K","-0.62%"
"2022년 05월 17일","9.610","9.130","9.830","9.130","1.23M","6.42%"
"2022년 05월 16일","9.030","9.400","10.170","8.910","1.83M","-2.69%"
"2022년 05월 13일","9.280","9.020","9.640","9.020","1.32M","4.27%"
"2022년 05월 12일","8.900","8.790","9.040","8.425","998.62K","0.56%"
"2022년 05월 11일","8.850","7.910","9.090","7.910","1.38M","11.46%"
"2022년 05월 10일","7.940","8.680","8.777","7.870","1.41M","-8.94%"
"2022년 05월 09일","8.720","9.090","9.370","8.510","1.55M","-6.14%"
"2022년 05월 06일","9.290","9.000","9.700","8.660","3.07M","2.54%"
"2022년 05월 05일","9.060","8.100","9.220","8.060","9.34M","26.89%"
"2022년 05월 04일","7.140","6.970","7.140","6.530","1.40M","2.44%"
"2022년 05월 03일","6.970","6.710","7.040","6.710","878.39K","3.87%"
"2022년 05월 02일","6.710","6.690","6.880","6.500","614.74K","0.00%"
"2022년 04월 29일","6.710","6.650","6.979","6.650","581.14K","-0.45%"
