"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","97.69","97.04","98.74","97.04","62.27K","0.67%"
"2022년 05월 26일","97.04","94.74","97.76","94.74","109.99K","4.38%"
"2022년 05월 25일","92.97","92.05","93.74","91.63","112.71K","1.00%"
"2022년 05월 24일","92.05","92.86","92.86","90.46","97.93K","-0.08%"
"2022년 05월 23일","92.12","92.06","93.34","91.25","187.01K","1.25%"
"2022년 05월 20일","90.98","94.64","94.89","89.53","133.81K","-2.97%"
"2022년 05월 19일","93.76","94.47","95.51","92.71","103.30K","-1.87%"
"2022년 05월 18일","95.55","97.66","98.30","93.22","188.79K","-3.34%"
"2022년 05월 17일","98.85","99.32","100.84","98.29","98.40K","0.24%"
"2022년 05월 16일","98.61","102.17","104.00","98.53","147.15K","-3.62%"
"2022년 05월 13일","102.31","96.79","102.32","96.50","222.69K","6.54%"
"2022년 05월 12일","96.03","93.72","96.15","92.52","86.74K","2.22%"
"2022년 05월 11일","93.94","93.59","96.91","93.36","104.35K","-0.02%"
"2022년 05월 10일","93.96","92.88","95.16","91.37","135.52K","1.17%"
"2022년 05월 09일","92.87","95.10","95.10","91.70","150.73K","-3.07%"
"2022년 05월 06일","95.81","97.90","100.31","94.14","199.45K","-0.63%"
"2022년 05월 05일","96.42","98.75","102.88","95.46","464.84K","0.97%"
"2022년 05월 04일","95.49","92.51","96.98","91.09","141.68K","3.80%"
"2022년 05월 03일","91.99","91.21","92.36","89.69","126.82K","1.31%"
"2022년 05월 02일","90.80","91.01","92.42","89.30","144.87K","-0.58%"
"2022년 04월 29일","91.33","93.77","94.99","90.52","123.37K","-2.69%"
