"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","33.15","32.94","33.25","32.80","3.92M","0.52%"
"2022년 05월 26일","32.98","32.78","33.44","32.68","3.79M","0.64%"
"2022년 05월 25일","32.77","32.91","32.94","32.52","3.98M","-0.33%"
"2022년 05월 24일","32.88","32.36","32.97","32.17","3.07M","1.67%"
"2022년 05월 23일","32.34","32.09","32.75","31.92","3.96M","1.95%"
"2022년 05월 20일","31.72","31.93","32.08","31.01","6.20M","-0.06%"
"2022년 05월 19일","31.74","32.00","32.08","31.31","5.21M","-1.82%"
"2022년 05월 18일","32.33","35.05","35.10","32.17","5.92M","-8.44%"
"2022년 05월 17일","35.31","35.41","35.58","34.44","5.08M","-0.93%"
"2022년 05월 16일","35.64","35.89","36.03","35.44","3.80M","-0.70%"
"2022년 05월 13일","35.89","35.77","35.99","35.56","4.11M","0.62%"
"2022년 05월 12일","35.67","35.85","36.08","35.30","4.18M","-0.06%"
"2022년 05월 11일","35.69","35.69","36.16","35.57","3.46M","-0.06%"
"2022년 05월 10일","35.71","36.37","36.67","35.42","3.88M","-1.60%"
"2022년 05월 09일","36.29","35.43","36.53","35.35","5.16M","1.97%"
"2022년 05월 06일","35.59","35.24","35.73","35.24","3.82M","0.48%"
"2022년 05월 05일","35.42","35.67","35.88","35.21","3.73M","-0.76%"
"2022년 05월 04일","35.69","34.87","35.76","34.69","2.82M","2.41%"
"2022년 05월 03일","34.85","34.33","35.03","34.17","3.55M","1.84%"
"2022년 05월 02일","34.22","35.20","35.33","33.76","4.57M","-2.03%"
