"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","56.21","55.89","56.22","54.16","2.65M","0.46%"
"2022년 05월 23일","55.95","56.96","57.21","55.63","2.07M","-1.01%"
"2022년 05월 20일","56.52","56.83","57.24","55.32","2.64M","0.77%"
"2022년 05월 19일","56.09","55.85","56.81","55.49","1.77M","-0.39%"
"2022년 05월 18일","56.31","56.95","57.41","56.03","1.56M","-0.64%"
"2022년 05월 17일","56.67","56.04","56.78","55.50","1.60M","1.98%"
"2022년 05월 16일","55.57","55.16","55.80","55.03","1.90M","1.02%"
"2022년 05월 13일","55.01","53.95","55.07","53.31","2.27M","2.65%"
"2022년 05월 12일","53.59","53.16","53.60","52.41","1.48M","1.19%"
"2022년 05월 11일","52.96","52.68","54.09","52.55","2.17M","0.68%"
"2022년 05월 10일","52.60","55.74","55.90","52.25","2.87M","-5.45%"
"2022년 05월 09일","55.63","56.68","57.13","55.46","2.09M","-2.35%"
"2022년 05월 06일","56.97","55.97","57.15","54.69","2.40M","-0.05%"
"2022년 05월 05일","57.00","57.63","57.87","56.65","1.54M","-1.30%"
"2022년 05월 04일","57.75","57.48","57.80","56.21","1.77M","-0.21%"
"2022년 05월 03일","57.87","55.99","58.04","55.96","2.83M","3.93%"
"2022년 05월 02일","55.68","55.85","56.24","54.41","2.74M","0.23%"
"2022년 04월 29일","55.55","57.41","57.52","55.37","3.18M","-3.64%"
"2022년 04월 28일","57.65","57.39","57.85","56.72","1.51M","0.70%"
"2022년 04월 27일","57.25","58.10","58.53","56.93","2.06M","-1.12%"
"2022년 04월 26일","57.90","57.88","58.86","57.86","1.93M","-0.55%"
"2022년 04월 25일","58.22","58.23","58.60","57.30","2.20M","-0.46%"
