"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","74.67","72.61","74.92","72.17","11.09M","2.92%"
"2022년 05월 23일","72.55","71.81","72.59","71.46","10.38M","1.87%"
"2022년 05월 20일","71.22","70.90","71.56","69.98","9.75M","1.08%"
"2022년 05월 19일","70.46","71.09","71.09","69.53","9.59M","-0.76%"
"2022년 05월 18일","71.00","71.79","72.25","70.71","10.31M","-1.42%"
"2022년 05월 17일","72.02","70.90","72.03","70.13","8.86M","2.71%"
"2022년 05월 16일","70.12","69.64","70.72","69.40","7.34M","0.46%"
"2022년 05월 13일","69.80","69.43","70.19","68.53","7.94M","1.88%"
"2022년 05월 12일","68.51","69.59","70.49","67.22","15.36M","-2.41%"
"2022년 05월 11일","70.20","69.65","71.35","69.54","11.09M","0.30%"
"2022년 05월 10일","69.99","71.00","71.74","68.72","14.71M","-1.02%"
"2022년 05월 09일","70.71","71.80","72.08","70.26","10.44M","-2.43%"
"2022년 05월 06일","72.47","71.26","72.86","71.09","9.36M","0.88%"
"2022년 05월 05일","71.84","72.70","72.97","71.20","10.38M","-1.67%"
"2022년 05월 04일","73.06","72.00","73.33","70.73","10.86M","3.25%"
"2022년 05월 03일","70.76","70.00","71.53","69.57","10.42M","1.27%"
"2022년 05월 02일","69.87","71.19","71.50","68.53","14.22M","-1.62%"
"2022년 04월 29일","71.02","72.88","73.45","70.88","14.91M","-3.36%"
"2022년 04월 28일","73.49","73.48","73.91","72.77","11.19M","0.30%"
"2022년 04월 27일","73.27","73.94","75.13","73.20","10.01M","-0.41%"
"2022년 04월 26일","73.57","74.05","74.97","73.49","10.97M","-0.63%"
"2022년 04월 25일","74.04","74.00","74.51","71.59","15.70M","0.12%"
