"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","98.94","100.58","101.14","96.79","1.16M","-2.40%"
"2022년 05월 23일","101.37","101.80","101.87","100.01","541.80K","0.72%"
"2022년 05월 20일","100.65","102.12","102.41","97.42","1.25M","-0.13%"
"2022년 05월 19일","100.78","100.89","101.99","100.25","964.50K","-0.42%"
"2022년 05월 18일","101.20","103.08","103.40","100.44","1.05M","-3.20%"
"2022년 05월 17일","104.55","103.23","104.96","102.26","789.31K","3.24%"
"2022년 05월 16일","101.27","100.52","101.99","99.75","664.99K","-0.09%"
"2022년 05월 13일","101.36","100.43","102.39","100.24","566.94K","1.90%"
"2022년 05월 12일","99.47","97.60","100.29","97.36","758.32K","1.55%"
"2022년 05월 11일","97.95","100.72","102.85","97.62","862.51K","-3.25%"
"2022년 05월 10일","101.24","104.35","104.98","99.83","829.78K","-1.42%"
"2022년 05월 09일","102.70","104.18","105.50","102.32","700.36K","-3.14%"
"2022년 05월 06일","106.03","107.46","108.17","104.71","709.53K","-2.50%"
"2022년 05월 05일","108.75","112.41","112.82","107.56","750.07K","-4.77%"
"2022년 05월 04일","114.20","111.50","114.39","110.00","731.85K","2.16%"
"2022년 05월 03일","111.79","111.19","112.64","110.93","779.94K","-0.02%"
"2022년 05월 02일","111.81","109.90","112.11","109.61","1.18M","1.89%"
"2022년 04월 29일","109.74","109.78","112.34","109.61","1.39M","-0.81%"
"2022년 04월 28일","110.64","110.10","112.24","109.01","1.28M","1.04%"
"2022년 04월 27일","109.50","109.00","110.13","107.53","2.38M","-0.45%"
"2022년 04월 26일","110.00","112.56","112.56","109.99","1.47M","-2.49%"
"2022년 04월 25일","112.81","110.14","112.96","109.41","942.68K","2.09%"
