"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","25.18","24.85","25.21","24.80","688.43K","2.44%"
"2022년 05월 26일","24.58","23.83","24.74","23.78","658.03K","3.32%"
"2022년 05월 25일","23.79","23.48","23.98","23.31","419.00K","0.89%"
"2022년 05월 24일","23.58","24.13","24.26","23.46","654.54K","-3.52%"
"2022년 05월 23일","24.44","24.53","24.74","24.02","511.69K","-0.37%"
"2022년 05월 20일","24.53","24.99","24.99","23.54","681.01K","-0.16%"
"2022년 05월 19일","24.57","23.95","24.92","23.88","853.12K","2.03%"
"2022년 05월 18일","24.08","24.84","25.14","23.89","974.59K","-4.97%"
"2022년 05월 17일","25.34","25.24","25.64","25.04","868.04K","3.26%"
"2022년 05월 16일","24.54","24.20","24.66","24.09","702.17K","0.49%"
"2022년 05월 13일","24.42","24.15","24.82","23.90","1.04M","2.91%"
"2022년 05월 12일","23.73","23.38","24.02","23.28","599.93K","0.30%"
"2022년 05월 11일","23.66","24.54","24.90","23.60","654.25K","-3.86%"
"2022년 05월 10일","24.61","24.92","25.29","24.18","845.76K","1.07%"
"2022년 05월 09일","24.35","25.33","25.53","24.27","1.09M","-5.55%"
"2022년 05월 06일","25.78","25.49","26.04","25.06","983.98K","-0.35%"
"2022년 05월 05일","25.87","26.38","26.83","25.28","1.30M","-3.65%"
"2022년 05월 04일","26.85","26.51","27.15","25.43","1.04M","2.29%"
"2022년 05월 03일","26.25","25.79","26.96","25.22","1.50M","2.90%"
"2022년 05월 02일","25.51","24.91","25.55","24.51","846.15K","2.41%"
"2022년 04월 29일","24.91","24.72","25.88","24.39","725.69K","-2.73%"
