"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","204.76","205.00","205.30","200.90","1.12M","-0.14%"
"2022년 05월 23일","205.04","206.10","207.74","202.62","1.39M","0.13%"
"2022년 05월 20일","204.78","204.09","206.94","198.69","1.48M","0.81%"
"2022년 05월 19일","203.13","204.25","206.29","199.54","2.27M","-1.77%"
"2022년 05월 18일","206.80","212.78","212.78","205.16","2.38M","-4.25%"
"2022년 05월 17일","215.97","213.85","216.78","209.96","1.54M","2.05%"
"2022년 05월 16일","211.64","213.91","215.08","210.83","1.68M","-1.53%"
"2022년 05월 13일","214.92","215.81","220.20","214.27","1.62M","0.52%"
"2022년 05월 12일","213.80","207.50","214.02","206.86","2.61M","2.04%"
"2022년 05월 11일","209.53","223.99","228.01","208.44","2.96M","-6.66%"
"2022년 05월 10일","224.49","226.20","229.26","221.82","1.69M","0.17%"
"2022년 05월 09일","224.10","225.00","227.09","221.88","1.68M","-1.43%"
"2022년 05월 06일","227.35","221.30","229.00","219.51","1.68M","1.41%"
"2022년 05월 05일","224.19","226.30","229.19","219.29","2.17M","-0.27%"
"2022년 05월 04일","224.80","218.85","226.11","216.18","2.09M","3.93%"
"2022년 05월 03일","216.30","210.59","218.65","209.94","1.84M","2.60%"
"2022년 05월 02일","210.82","214.48","215.86","208.00","2.10M","-1.74%"
"2022년 04월 29일","214.55","216.61","221.78","214.23","2.06M","-2.01%"
"2022년 04월 28일","218.94","212.98","220.22","211.47","2.21M","3.16%"
"2022년 04월 27일","212.23","212.80","218.52","210.29","2.67M","-1.26%"
"2022년 04월 26일","214.94","207.20","219.00","204.73","5.89M","2.11%"
"2022년 04월 25일","210.50","209.14","216.20","207.51","4.73M","-0.07%"
