"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","3.720","3.560","3.740","3.330","3.72M","5.68%"
"2022년 05월 19일","3.520","3.110","3.550","3.080","3.34M","11.39%"
"2022년 05월 18일","3.160","3.270","3.325","3.040","2.79M","-6.51%"
"2022년 05월 17일","3.380","3.250","3.380","3.155","3.12M","7.99%"
"2022년 05월 16일","3.130","3.325","3.380","3.110","2.84M","-6.29%"
"2022년 05월 13일","3.340","2.970","3.380","2.890","4.21M","15.57%"
"2022년 05월 12일","2.890","2.490","2.985","2.490","5.09M","5.86%"
"2022년 05월 11일","2.730","3.110","3.110","2.710","3.84M","-15.22%"
"2022년 05월 10일","3.220","2.970","3.315","2.910","5.31M","1.90%"
"2022년 05월 09일","3.160","3.480","3.500","3.105","4.56M","-11.24%"
"2022년 05월 06일","3.560","3.710","3.710","3.500","2.67M","-5.32%"
"2022년 05월 05일","3.760","4.020","4.020","3.610","2.86M","-8.07%"
"2022년 05월 04일","4.090","3.900","4.090","3.650","2.49M","4.60%"
"2022년 05월 03일","3.910","3.760","3.970","3.700","1.92M","3.17%"
"2022년 05월 02일","3.790","3.450","3.790","3.440","3.05M","8.91%"
"2022년 04월 29일","3.480","3.640","3.840","3.480","2.82M","-5.69%"
"2022년 04월 28일","3.690","3.650","3.740","3.430","2.57M","2.50%"
"2022년 04월 27일","3.600","3.560","3.758","3.550","2.06M","-0.28%"
"2022년 04월 26일","3.610","3.920","3.997","3.610","3.33M","-9.07%"
"2022년 04월 25일","3.970","3.810","3.975","3.810","1.90M","2.85%"
"2022년 04월 22일","3.860","4.000","4.050","3.830","2.27M","-3.74%"
