"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","32.31","32.29","32.37","32.29","784.50K","0.00%"
"2022년 05월 26일","32.31","32.30","32.33","32.26","600.00K","0.06%"
"2022년 05월 25일","32.29","32.24","32.35","32.20","596.18K","0.25%"
"2022년 05월 24일","32.21","32.22","32.28","32.08","430.74K","0.09%"
"2022년 05월 23일","32.18","32.21","32.27","32.15","364.00K","-0.12%"
"2022년 05월 20일","32.22","32.21","32.28","32.08","471.51K","0.16%"
"2022년 05월 19일","32.17","32.01","32.30","31.99","553.73K","0.25%"
"2022년 05월 18일","32.09","32.05","32.13","31.97","1.24M","0.00%"
"2022년 05월 17일","32.09","32.00","32.19","31.84","597.44K","0.50%"
"2022년 05월 16일","31.93","31.94","32.03","31.71","1.30M","0.19%"
"2022년 05월 13일","31.87","31.49","31.95","31.49","535.79K","0.85%"
"2022년 05월 12일","31.60","31.45","31.63","31.30","765.12K","0.70%"
"2022년 05월 11일","31.38","31.54","31.88","31.38","1.08M","-0.60%"
"2022년 05월 10일","31.57","31.79","31.82","31.33","1.80M","-0.57%"
"2022년 05월 09일","31.75","32.00","32.05","31.70","1.43M","-0.78%"
"2022년 05월 06일","32.00","32.03","32.21","31.99","1.33M","-0.09%"
"2022년 05월 05일","32.03","32.08","32.11","32.02","1.26M","-0.12%"
"2022년 05월 04일","32.07","32.05","32.17","32.04","975.27K","0.12%"
"2022년 05월 03일","32.03","32.18","32.18","32.00","1.41M","-0.25%"
"2022년 05월 02일","32.11","32.10","32.17","32.07","1.55M","-0.06%"
"2022년 04월 29일","32.13","32.12","32.19","32.07","842.00K","-0.12%"
