"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","75.78","73.33","75.99","73.20","254.25K","3.77%"
"2022년 05월 26일","73.03","70.04","73.77","70.04","181.35K","4.43%"
"2022년 05월 25일","69.93","67.65","70.83","67.40","195.16K","2.84%"
"2022년 05월 24일","68.00","68.12","68.95","66.51","138.30K","-2.00%"
"2022년 05월 23일","69.39","69.38","71.38","68.62","163.82K","0.93%"
"2022년 05월 20일","68.75","68.09","68.94","65.88","264.38K","2.95%"
"2022년 05월 19일","66.78","67.22","68.64","66.07","516.94K","-2.43%"
"2022년 05월 18일","68.44","75.70","76.36","67.58","533.70K","-12.08%"
"2022년 05월 17일","77.84","74.09","78.04","74.01","446.23K","7.51%"
"2022년 05월 16일","72.40","74.85","74.85","71.52","546.77K","-3.65%"
"2022년 05월 13일","75.14","75.76","78.38","74.97","428.00K","1.13%"
"2022년 05월 12일","74.30","74.80","76.00","70.64","468.06K","-1.30%"
"2022년 05월 11일","75.28","77.68","79.52","74.75","267.15K","-3.24%"
"2022년 05월 10일","77.80","80.12","80.65","75.19","255.24K","0.49%"
"2022년 05월 09일","77.42","78.36","79.60","76.82","276.59K","-2.92%"
"2022년 05월 06일","79.75","78.44","81.63","76.05","371.42K","0.45%"
"2022년 05월 05일","79.39","79.37","80.50","77.36","310.52K","-2.34%"
"2022년 05월 04일","81.29","77.48","81.85","76.50","349.09K","6.25%"
"2022년 05월 03일","76.51","76.15","76.85","74.31","320.59K","1.22%"
"2022년 05월 02일","75.59","73.65","75.62","72.51","425.11K","4.75%"
"2022년 04월 29일","72.16","74.88","77.12","71.63","488.44K","-5.59%"
