"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","26.16","26.17","26.19","26.01","1.94K","-0.15%"
"2022년 05월 26일","26.20","25.96","26.24","25.96","2.78K","-0.15%"
"2022년 05월 25일","26.24","26.18","26.24","26.18","0.81K","1.12%"
"2022년 05월 20일","25.95","26.35","26.35","25.95","0.89K","-1.52%"
"2022년 05월 19일","26.35","25.80","26.35","25.80","0.63K","0.57%"
"2022년 05월 18일","26.20","26.31","26.31","26.20","0.57K","-0.68%"
"2022년 05월 17일","26.38","26.26","26.47","25.81","11.64K","-0.08%"
"2022년 05월 16일","26.40","26.30","26.70","26.20","2.39K","-0.94%"
"2022년 05월 13일","26.65","26.65","26.65","26.65","0.53K","1.45%"
"2022년 05월 12일","26.27","26.55","26.79","26.01","4.69K","-1.98%"
"2022년 05월 11일","26.80","26.60","26.80","26.60","0.68K","0.37%"
"2022년 05월 10일","26.70","26.76","27.10","26.55","1.54K","2.06%"
"2022년 05월 27일","26.16","26.17","26.19","26.01","1.94K","-0.15%"
"2022년 05월 26일","26.20","25.96","26.24","25.96","2.78K","-0.15%"
"2022년 05월 25일","26.24","26.18","26.24","26.18","0.81K","1.12%"
"2022년 05월 20일","25.95","26.35","26.35","25.95","0.89K","-1.52%"
"2022년 05월 19일","26.35","25.80","26.35","25.80","0.63K","0.57%"
"2022년 05월 18일","26.20","26.31","26.31","26.20","0.57K","-0.68%"
"2022년 05월 17일","26.38","26.26","26.47","25.81","11.64K","-0.08%"
"2022년 05월 16일","26.40","26.30","26.70","26.20","2.39K","-0.94%"
"2022년 05월 13일","26.65","26.65","26.65","26.65","0.53K","1.45%"
"2022년 05월 12일","26.27","26.55","26.79","26.01","4.69K","-1.98%"
"2022년 05월 11일","26.80","26.60","26.80","26.60","0.68K","0.37%"
"2022년 05월 10일","26.70","26.76","27.10","26.55","1.54K","-1.04%"
"2022년 05월 09일","26.98","26.81","26.98","26.51","1.14K","-0.44%"
"2022년 05월 06일","27.10","26.84","27.20","26.61","3.23K","0.00%"
"2022년 05월 05일","27.10","26.75","27.30","26.75","3.19K","-0.62%"
"2022년 05월 04일","27.27","27.00","27.27","27.00","1.13K","0.59%"
"2022년 05월 03일","27.11","27.34","27.35","27.00","4.45K","0.04%"
"2022년 05월 02일","27.10","27.44","27.45","27.10","2.01K","-0.70%"
