"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","73.90","73.49","73.96","72.93","3.26M","0.72%"
"2022년 05월 23일","73.37","74.19","74.49","73.00","2.28M","0.19%"
"2022년 05월 20일","73.23","73.14","73.29","72.07","1.70M","0.87%"
"2022년 05월 19일","72.60","71.55","72.71","71.16","2.58M","0.67%"
"2022년 05월 18일","72.12","73.90","74.15","71.82","1.99M","-2.99%"
"2022년 05월 17일","74.34","74.17","74.36","73.42","1.97M","0.88%"
"2022년 05월 16일","73.69","73.06","73.78","72.54","2.85M","0.90%"
"2022년 05월 13일","73.03","72.80","73.50","72.58","2.07M","0.52%"
"2022년 05월 12일","72.65","72.12","72.81","71.27","2.24M","0.90%"
"2022년 05월 11일","72.00","72.38","74.24","71.91","2.54M","-0.63%"
"2022년 05월 10일","72.46","73.86","74.22","72.22","3.41M","-1.58%"
"2022년 05월 09일","73.62","72.16","74.51","71.88","4.36M","1.14%"
"2022년 05월 06일","72.79","72.51","73.19","71.79","3.17M","-0.27%"
"2022년 05월 05일","72.99","72.74","73.39","72.10","3.03M","-0.29%"
"2022년 05월 04일","73.20","71.95","73.63","71.64","3.55M","1.60%"
"2022년 05월 03일","72.05","71.12","72.89","71.01","4.50M","2.04%"
"2022년 05월 02일","70.61","71.33","72.43","69.71","3.85M","-0.63%"
"2022년 04월 29일","71.06","70.24","72.11","69.72","3.97M","0.37%"
"2022년 04월 28일","70.80","71.16","74.65","69.88","8.42M","-0.38%"
"2022년 04월 27일","71.07","70.72","72.12","70.30","4.64M","0.77%"
"2022년 04월 26일","70.53","72.24","72.64","70.50","2.28M","-3.26%"
"2022년 04월 25일","72.91","72.80","73.22","72.13","3.14M","-0.23%"
