"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","150.57","146.27","150.58","145.91","512.07K","3.86%"
"2022년 05월 26일","144.98","142.00","145.70","142.00","653.16K","3.75%"
"2022년 05월 25일","139.74","138.19","141.60","136.60","463.45K","0.57%"
"2022년 05월 24일","138.95","138.90","139.92","134.26","1.24M","-1.14%"
"2022년 05월 23일","140.55","143.96","144.01","139.74","698.01K","-1.43%"
"2022년 05월 20일","142.59","142.48","143.06","138.01","620.32K","1.85%"
"2022년 05월 19일","140.00","139.87","142.72","139.07","460.59K","-1.17%"
"2022년 05월 18일","141.66","144.26","147.06","140.35","488.06K","-3.11%"
"2022년 05월 17일","146.20","144.76","147.54","143.98","727.19K","4.15%"
"2022년 05월 16일","140.38","138.91","140.95","136.25","615.56K","0.47%"
"2022년 05월 13일","139.73","134.31","140.21","131.72","954.14K","5.65%"
"2022년 05월 12일","132.26","129.97","134.57","127.02","1.08M","1.71%"
"2022년 05월 11일","130.03","138.66","139.64","129.89","1.63M","-7.00%"
"2022년 05월 10일","139.81","146.48","150.69","138.02","1.38M","-7.50%"
"2022년 05월 09일","151.14","154.58","155.78","150.08","680.80K","-3.49%"
"2022년 05월 06일","156.61","157.03","158.23","154.10","396.18K","-0.95%"
"2022년 05월 05일","158.12","160.73","161.93","155.39","556.55K","-2.94%"
"2022년 05월 04일","162.91","157.64","163.10","156.43","420.30K","3.17%"
"2022년 05월 03일","157.90","157.38","160.92","155.62","599.29K","1.42%"
"2022년 05월 02일","155.69","154.18","157.93","151.98","549.42K","1.17%"
"2022년 04월 29일","153.89","156.49","158.64","153.46","761.77K","-1.91%"
