"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","13.16","12.66","13.28","12.66","23.08K","4.20%"
"2022년 05월 26일","12.63","12.39","13.20","12.39","41.90K","2.60%"
"2022년 05월 25일","12.31","12.13","12.67","12.00","40.95K","1.15%"
"2022년 05월 24일","12.17","12.65","12.65","11.85","41.81K","-5.22%"
"2022년 05월 23일","12.84","13.25","13.25","12.50","42.92K","-2.13%"
"2022년 05월 20일","13.12","13.53","13.53","12.52","55.15K","-2.96%"
"2022년 05월 19일","13.52","13.34","14.00","13.09","31.57K","-0.07%"
"2022년 05월 18일","13.53","14.57","14.70","13.28","71.15K","-8.95%"
"2022년 05월 17일","14.86","14.70","15.11","14.45","29.50K","3.19%"
"2022년 05월 16일","14.40","14.43","14.66","13.97","38.29K","0.77%"
"2022년 05월 13일","14.29","13.50","14.58","13.50","73.07K","6.56%"
"2022년 05월 12일","13.41","12.78","13.85","12.75","80.98K","2.84%"
"2022년 05월 11일","13.04","13.78","14.39","12.79","68.51K","-2.61%"
"2022년 05월 10일","13.39","13.97","14.00","13.22","125.58K","-2.83%"
"2022년 05월 09일","13.78","15.14","15.30","13.55","89.97K","-9.88%"
"2022년 05월 06일","15.29","15.52","15.76","14.89","106.63K","-1.48%"
"2022년 05월 05일","15.52","16.37","16.83","15.34","80.46K","-6.00%"
"2022년 05월 04일","16.51","15.95","16.91","15.88","164.03K","3.90%"
"2022년 05월 03일","15.89","14.33","16.39","13.97","328.32K","19.47%"
"2022년 05월 02일","13.30","13.64","13.65","12.52","90.70K","-2.56%"
"2022년 04월 29일","13.65","13.56","14.32","13.27","94.27K","1.94%"
