"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","128.84","125.00","129.00","125.00","331.29K","4.11%"
"2022년 05월 26일","123.75","119.98","124.54","119.00","362.70K","3.15%"
"2022년 05월 25일","119.97","116.07","121.41","116.07","334.79K","2.76%"
"2022년 05월 24일","116.75","120.13","120.22","116.18","280.63K","-4.35%"
"2022년 05월 23일","122.06","122.68","123.26","119.60","303.98K","-0.33%"
"2022년 05월 20일","122.46","124.59","125.00","117.06","385.54K","0.43%"
"2022년 05월 19일","121.93","120.49","125.75","119.17","377.84K","1.03%"
"2022년 05월 18일","120.69","125.92","128.02","120.11","428.07K","-5.73%"
"2022년 05월 17일","128.02","125.59","128.26","124.00","411.57K","3.69%"
"2022년 05월 16일","123.46","124.20","125.89","123.12","321.07K","-2.33%"
"2022년 05월 13일","126.40","122.45","127.46","122.32","528.54K","5.77%"
"2022년 05월 12일","119.50","114.46","121.72","114.27","584.77K","2.50%"
"2022년 05월 11일","116.58","124.24","125.11","116.48","623.43K","-6.15%"
"2022년 05월 10일","124.22","125.71","127.23","120.52","458.11K","1.41%"
"2022년 05월 09일","122.49","131.50","133.01","121.97","628.32K","-9.26%"
"2022년 05월 06일","134.99","134.26","139.60","128.83","814.16K","4.14%"
"2022년 05월 05일","129.62","138.59","138.86","125.83","1.19M","-8.45%"
"2022년 05월 04일","141.59","134.40","142.04","132.14","621.14K","5.51%"
"2022년 05월 03일","134.20","131.27","135.28","131.27","254.27K","1.05%"
"2022년 05월 02일","132.81","127.59","132.96","127.27","390.93K","3.98%"
"2022년 04월 29일","127.73","130.22","134.57","127.14","469.13K","-3.26%"
