"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","350.87","346.95","352.25","345.33","2.05M","0.10%"
"2022년 05월 23일","350.52","343.56","353.35","342.28","2.75M","2.37%"
"2022년 05월 20일","342.42","336.53","342.87","334.03","3.43M","3.12%"
"2022년 05월 19일","332.07","326.46","335.18","324.86","2.58M","0.59%"
"2022년 05월 18일","330.12","332.41","335.59","329.39","2.53M","-2.70%"
"2022년 05월 17일","339.28","342.20","342.72","335.73","2.15M","1.17%"
"2022년 05월 16일","335.36","333.34","337.58","330.91","2.59M","-0.44%"
"2022년 05월 13일","336.85","335.30","341.07","332.56","2.63M","2.18%"
"2022년 05월 12일","329.66","322.97","332.27","322.20","3.25M","1.18%"
"2022년 05월 11일","325.81","324.72","334.16","323.07","2.99M","-0.66%"
"2022년 05월 10일","327.99","333.73","336.35","322.67","2.96M","-0.24%"
"2022년 05월 09일","328.77","337.40","342.52","327.92","4.15M","-4.91%"
"2022년 05월 06일","345.76","346.82","346.82","337.96","3.35M","-0.33%"
"2022년 05월 05일","346.90","360.22","360.41","343.98","4.25M","-4.78%"
"2022년 05월 04일","364.32","356.80","364.97","347.67","3.72M","1.30%"
"2022년 05월 03일","359.63","367.05","372.01","356.95","2.77M","-2.09%"
"2022년 05월 02일","367.32","364.00","371.64","360.27","3.82M","-2.44%"
"2022년 04월 29일","376.50","382.33","387.26","375.36","2.09M","-2.60%"
"2022년 04월 28일","386.55","384.65","389.19","379.87","1.69M","1.55%"
"2022년 04월 27일","380.64","376.76","384.73","376.76","1.93M","1.37%"
"2022년 04월 26일","375.50","380.25","384.20","374.71","1.69M","-1.50%"
"2022년 04월 25일","381.22","377.25","381.40","373.68","2.20M","0.41%"
