"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.750","1.720","1.770","1.690","421.95K","2.34%"
"2022년 05월 26일","1.710","1.660","1.750","1.660","234.13K","3.01%"
"2022년 05월 25일","1.660","1.680","1.700","1.600","522.50K","-1.78%"
"2022년 05월 24일","1.690","1.730","1.735","1.640","297.98K","-3.98%"
"2022년 05월 23일","1.760","1.720","1.780","1.690","355.32K","4.14%"
"2022년 05월 20일","1.690","1.750","1.790","1.630","394.58K","-0.59%"
"2022년 05월 19일","1.700","1.660","1.730","1.660","415.07K","1.80%"
"2022년 05월 18일","1.670","1.640","1.700","1.620","493.84K","-0.60%"
"2022년 05월 17일","1.680","1.590","1.700","1.560","631.52K","7.69%"
"2022년 05월 16일","1.560","1.730","1.780","1.540","402.13K","-6.59%"
"2022년 05월 13일","1.670","1.570","1.715","1.530","818.21K","7.05%"
"2022년 05월 12일","1.560","1.630","1.735","1.520","537.34K","-5.45%"
"2022년 05월 11일","1.650","1.750","1.800","1.630","614.93K","-6.25%"
"2022년 05월 10일","1.760","1.810","1.820","1.700","487.13K","1.15%"
"2022년 05월 09일","1.740","1.840","1.890","1.725","551.81K","-8.42%"
"2022년 05월 06일","1.900","1.950","1.965","1.860","546.35K","-2.56%"
"2022년 05월 05일","1.950","2.040","2.055","1.900","576.76K","-6.25%"
"2022년 05월 04일","2.080","2.050","2.110","1.970","588.61K","1.46%"
"2022년 05월 03일","2.050","2.000","2.080","1.960","550.71K","1.49%"
"2022년 05월 02일","2.020","2.010","2.035","1.980","464.73K","0.00%"
"2022년 04월 29일","2.020","2.060","2.140","1.980","360.53K","-3.81%"
