"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","91.04","89.90","91.05","89.84","1.76M","1.43%"
"2022년 05월 26일","89.76","89.32","90.59","89.32","1.94M","0.79%"
"2022년 05월 25일","89.06","88.94","89.58","88.44","1.53M","0.35%"
"2022년 05월 24일","88.75","87.16","88.87","86.86","1.98M","1.61%"
"2022년 05월 23일","87.34","86.60","88.32","86.42","1.90M","2.42%"
"2022년 05월 20일","85.28","85.00","85.78","83.92","4.32M","1.38%"
"2022년 05월 19일","84.12","84.00","85.64","82.95","2.78M","-0.74%"
"2022년 05월 18일","84.75","90.96","91.03","84.11","4.02M","-7.65%"
"2022년 05월 17일","91.77","90.90","92.34","89.75","1.38M","1.08%"
"2022년 05월 16일","90.79","90.01","91.24","90.01","1.64M","0.88%"
"2022년 05월 13일","90.00","89.71","90.36","89.08","1.64M","0.51%"
"2022년 05월 12일","89.54","90.40","90.54","88.32","1.83M","-0.73%"
"2022년 05월 11일","90.20","92.50","92.84","89.96","2.65M","-2.05%"
"2022년 05월 10일","92.09","93.42","94.77","91.43","3.24M","-0.81%"
"2022년 05월 09일","92.84","92.65","93.08","89.86","3.45M","2.22%"
"2022년 05월 06일","90.82","90.94","91.39","90.15","2.23M","-0.09%"
"2022년 05월 05일","90.90","91.81","92.48","90.13","1.57M","-1.44%"
"2022년 05월 04일","92.23","90.82","92.50","90.07","1.88M","2.36%"
"2022년 05월 03일","90.10","91.52","91.76","88.53","3.05M","-3.01%"
"2022년 05월 02일","92.90","94.25","94.52","91.15","1.88M","-0.28%"
