"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","88.42","87.55","88.43","85.68","2.25M","0.81%"
"2022년 05월 23일","87.71","88.25","89.00","87.07","2.10M","-0.45%"
"2022년 05월 20일","88.11","88.83","89.12","86.95","2.46M","0.67%"
"2022년 05월 19일","87.52","87.62","88.93","87.07","2.13M","-0.79%"
"2022년 05월 18일","88.22","90.38","90.69","87.84","2.04M","-1.61%"
"2022년 05월 17일","89.66","89.54","89.70","88.10","2.44M","0.91%"
"2022년 05월 16일","88.85","88.77","89.21","88.31","1.78M","0.54%"
"2022년 05월 13일","88.37","87.64","88.45","86.92","2.22M","1.48%"
"2022년 05월 12일","87.08","87.14","87.17","85.55","2.11M","0.10%"
"2022년 05월 11일","86.99","85.45","88.85","84.84","3.33M","1.39%"
"2022년 05월 10일","85.80","87.80","88.19","85.02","3.37M","-1.45%"
"2022년 05월 09일","87.06","87.77","88.89","86.71","2.63M","-1.55%"
"2022년 05월 06일","88.43","88.82","89.12","87.22","2.65M","-1.71%"
"2022년 05월 05일","89.97","90.04","91.13","89.20","2.42M","-0.28%"
"2022년 05월 04일","90.22","90.24","90.77","87.91","2.90M","-0.52%"
"2022년 05월 03일","90.69","90.47","92.31","88.49","4.19M","0.63%"
"2022년 05월 02일","90.12","91.38","92.32","88.59","2.12M","-0.76%"
"2022년 04월 29일","90.81","94.20","94.62","90.59","2.46M","-3.84%"
"2022년 04월 28일","94.44","93.21","94.65","92.63","1.48M","1.29%"
"2022년 04월 27일","93.24","95.48","95.62","92.84","1.91M","-2.12%"
"2022년 04월 26일","95.26","95.29","96.39","94.77","1.96M","-0.31%"
"2022년 04월 25일","95.56","94.85","95.74","93.90","2.37M","0.65%"
