"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","17.19","16.90","17.20","16.89","418.60K","1.90%"
"2022년 05월 26일","16.87","16.90","17.15","16.83","521.84K","0.42%"
"2022년 05월 25일","16.80","17.03","17.14","16.46","488.12K","-1.93%"
"2022년 05월 24일","17.13","16.68","17.34","16.26","880.71K","2.39%"
"2022년 05월 23일","16.73","16.91","17.02","16.41","681.10K","-0.36%"
"2022년 05월 20일","16.79","17.07","17.35","16.41","591.35K","-0.47%"
"2022년 05월 19일","16.87","16.76","17.35","15.94","993.10K","-1.06%"
"2022년 05월 18일","17.05","17.47","17.94","16.97","926.10K","-2.52%"
"2022년 05월 17일","17.49","17.48","17.67","17.13","714.96K","1.75%"
"2022년 05월 16일","17.19","16.95","17.22","16.75","397.73K","1.42%"
"2022년 05월 13일","16.95","16.49","17.25","16.43","686.63K","3.29%"
"2022년 05월 12일","16.41","16.33","16.68","16.00","671.86K","-0.06%"
"2022년 05월 11일","16.42","16.51","17.05","16.37","596.00K","0.12%"
"2022년 05월 10일","16.40","16.89","17.02","16.10","563.76K","-1.68%"
"2022년 05월 09일","16.68","16.89","17.31","16.58","899.78K","-2.00%"
"2022년 05월 06일","17.02","17.21","17.27","16.68","791.66K","-1.10%"
"2022년 05월 05일","17.21","17.47","17.57","17.00","552.74K","-2.66%"
"2022년 05월 04일","17.68","17.37","17.98","17.09","675.36K","2.67%"
"2022년 05월 03일","17.22","16.67","17.24","16.64","704.95K","2.26%"
"2022년 05월 02일","16.84","17.20","17.39","16.47","753.92K","-1.46%"
"2022년 04월 29일","17.09","17.64","17.80","17.02","765.17K","-3.99%"
