"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","30.54","29.68","30.60","29.68","380.14K","3.42%"
"2022년 05월 26일","29.53","27.99","29.83","27.81","393.77K","5.39%"
"2022년 05월 25일","28.02","26.99","28.26","26.99","382.18K","3.20%"
"2022년 05월 24일","27.15","27.81","27.96","26.62","302.02K","-3.93%"
"2022년 05월 23일","28.26","28.15","30.12","27.75","254.89K","1.15%"
"2022년 05월 20일","27.94","28.97","29.31","26.88","252.23K","-1.31%"
"2022년 05월 19일","28.31","28.79","29.19","28.17","288.67K","-2.38%"
"2022년 05월 18일","29.00","29.32","30.00","28.63","506.03K","-3.59%"
"2022년 05월 17일","30.08","28.29","30.13","28.11","468.39K","9.42%"
"2022년 05월 16일","27.49","27.65","28.25","27.35","289.40K","-1.96%"
"2022년 05월 13일","28.04","26.86","28.26","26.53","370.71K","6.78%"
"2022년 05월 12일","26.26","25.77","26.69","25.51","272.35K","0.50%"
"2022년 05월 11일","26.13","26.92","27.45","26.04","175.56K","-3.44%"
"2022년 05월 10일","27.06","27.69","27.85","26.40","251.89K","-0.11%"
"2022년 05월 09일","27.09","27.66","27.95","26.75","263.41K","-4.31%"
"2022년 05월 06일","28.31","28.07","28.96","27.66","402.48K","-0.28%"
"2022년 05월 05일","28.39","28.77","29.07","27.72","414.83K","-3.63%"
"2022년 05월 04일","29.46","28.14","29.50","27.59","380.26K","6.32%"
"2022년 05월 03일","27.71","27.17","28.05","26.86","257.68K","1.54%"
"2022년 05월 02일","27.29","26.66","27.30","26.24","294.04K","2.75%"
"2022년 04월 29일","26.56","27.23","28.39","26.33","484.16K","-2.46%"
