"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","99.88","101.26","101.26","98.51","1.77M","-2.34%"
"2022년 05월 23일","102.27","102.89","103.25","100.79","1.38M","-0.71%"
"2022년 05월 20일","103.00","103.39","103.50","98.88","2.67M","1.73%"
"2022년 05월 19일","101.25","101.45","103.77","100.02","2.06M","-0.53%"
"2022년 05월 18일","101.79","105.12","105.99","101.40","2.79M","-4.74%"
"2022년 05월 17일","106.85","104.16","107.48","103.02","2.75M","4.77%"
"2022년 05월 16일","101.99","103.12","103.48","101.48","1.46M","-1.44%"
"2022년 05월 13일","103.48","101.41","104.08","100.73","2.41M","3.53%"
"2022년 05월 12일","99.95","98.28","101.38","97.59","2.53M","0.63%"
"2022년 05월 11일","99.32","101.99","103.81","99.20","2.23M","-3.35%"
"2022년 05월 10일","102.76","104.23","104.93","100.07","2.63M","0.58%"
"2022년 05월 09일","102.17","104.33","106.42","101.84","2.51M","-3.35%"
"2022년 05월 06일","105.71","107.19","107.87","103.41","2.87M","-1.61%"
"2022년 05월 05일","107.44","111.13","111.16","105.48","3.73M","-5.36%"
"2022년 05월 04일","113.53","114.14","114.83","103.13","8.94M","-4.97%"
"2022년 05월 03일","119.47","118.29","120.79","116.97","2.48M","0.81%"
"2022년 05월 02일","118.51","114.01","118.70","113.54","2.17M","4.60%"
"2022년 04월 29일","113.30","116.50","119.00","113.05","2.13M","-3.70%"
"2022년 04월 28일","117.65","114.00","119.07","112.50","2.57M","4.99%"
"2022년 04월 27일","112.06","111.20","115.22","111.20","1.87M","-0.29%"
"2022년 04월 26일","112.39","116.51","116.78","112.37","1.71M","-4.66%"
"2022년 04월 25일","117.88","114.63","118.03","113.26","1.52M","2.42%"
