"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","181.40","179.25","181.74","179.10","6.40M","1.09%"
"2022년 05월 23일","179.44","177.60","179.93","177.46","6.98M","1.39%"
"2022년 05월 20일","176.98","174.85","177.16","174.05","7.52M","1.75%"
"2022년 05월 19일","173.94","174.72","174.80","172.69","6.87M","-0.89%"
"2022년 05월 18일","175.50","178.84","179.37","175.17","8.55M","-1.86%"
"2022년 05월 17일","178.82","178.72","179.70","176.59","5.74M","0.42%"
"2022년 05월 16일","178.08","176.85","179.13","176.17","5.49M","0.70%"
"2022년 05월 13일","176.85","178.70","178.89","175.80","7.71M","-0.57%"
"2022년 05월 12일","177.87","176.47","177.95","174.71","6.84M","0.99%"
"2022년 05월 11일","176.13","175.96","178.32","175.88","6.09M","-0.54%"
"2022년 05월 10일","177.09","178.23","179.18","176.50","8.18M","-0.14%"
"2022년 05월 09일","177.33","175.45","178.56","174.59","7.86M","0.54%"
"2022년 05월 06일","176.37","175.14","176.87","174.69","6.43M","-0.22%"
"2022년 05월 05일","176.76","179.42","179.71","175.27","7.09M","-1.91%"
"2022년 05월 04일","180.20","178.15","180.50","177.15","5.92M","1.07%"
"2022년 05월 03일","178.29","178.80","180.63","177.68","5.90M","-0.20%"
"2022년 05월 02일","178.64","180.47","181.41","177.03","6.75M","-1.01%"
"2022년 04월 29일","180.46","182.50","182.54","180.20","8.22M","-1.64%"
"2022년 04월 28일","183.46","182.25","184.50","181.92","9.41M","0.75%"
"2022년 04월 27일","182.10","184.24","184.82","181.74","11.09M","-1.40%"
"2022년 04월 26일","184.68","185.10","186.57","184.18","10.18M","-0.72%"
"2022년 04월 25일","186.01","182.34","186.69","182.10","11.05M","2.46%"
